word,synonym,description
"CD 리퍼, CD ripper",,"오디오 CD의 오디오 트랙에서 오디오를 추출하여 WAV, WMA, MP3, VQF, OGG 등등 PC용 오디오 파일로 변환, 압축, 저장시키는 프로그램. 오디오 CD의 오디오 트랙 정보는 PC 포맷과 다르기 때문에 저장시 변환기가 필요하다. 오디오의 기본 포맷인 WAV로 추출하는 것이 기본이며, 다른 포맷으로의 저장, 또는 포맷간 변환 기능이나, 플레이리스트 관리 기능, CDDB 자동 가져오기 기능 등을 제공하기도 한다."
"CD 버너, CD burner",,"CD에 데이터를 기록하는 장치. ‘CD 레코더’라 부르며 녹음 가능 CD(CD-R)와 재기록 가능 CD(CD-RW)가 CD를 기록할 수 있는 가장 일반적인 드라이브 방식이다. 녹음 과정은 디스크에 레이저를 이용하여 데이터를 기록한다. 오디오 CD와 CD-ROM은 레이저로 녹음된 원판을 복사 압축한 것으로, 녹음할 수 없는 CD도 이러한 방법으로 제작되었기 때문에 데스크톱 환경에서는 기록이나 재기록을 할 수 없다."
"CD 텍스트, CD-Text",,"일반 오디오 CD에 앨범 타이틀, 작곡자 등의 정보가 들어 있는 형태의 오디오 CD. 플레이어에서 곡이 연주되고 있을 때 연주되고 있는 곡에 대한 타이틀, 작곡자 등의 정보를 액정 화면으로 볼 수 있는 기능이 추가된 CD이다. CD-R에 여러 곡을 넣어 CD를 만들 때 매우 유익한 CD로서, CD 텍스트에 들어가 있는 문자 정보를 보기 위해서 CD 텍스트를 지원하는 CD 플레이어가 필요하다."
"CE 마크, CE mark",,"유럽 연합(EU) 역내에서 유통되는 제품에 의무화된 제품 안전 마크. 유럽 공동체 각료 이사회 지령(EC Directive)으로 지시하는 안전 규칙에 적합한 제품에 대해서만 이 마크의 첨부가 허용된다. CE 마크의 목적은 국별 안전 규칙을 통일화하고, 안전성이 보증된 제품의 원활한 유통을 기하는 데 있다. 기계, 의료 기기, 완구, 압력 용기 등 제품 분야별로 안전 규칙을 조정, 통일하여 통일된 규칙을 지령으로 시달한다. 지령마다 강제력의 발효 일자를 지정하는데, 그날부터는 그 지령의 대상이 되는 제품 중에서 CE 마크가 없는 것은 EU 역내 수출이 금지된다. 복수 지령의 대상이 되는 제품은 모든 지령에 적합해야 한다. 예를 들면, 산업용 로봇은 1995년 1월까지는 기계 관련 지령, 1996년 1월까지는 전자파 적합성(EMC) 관련 지령, 1997년까지는 저전압 관련 지령 등 차례로 적합하게 해야 할 의무가 발생한다. CE 마크가 요구하는 안전은 조작자가 과오를 범하거나 기계의 고장이 발생해도 안전사고를 예방할 수 있는 구조적으로 안전한 장애 시 안전(fail safe) 개념의 안전을 의미한다."
"CFB 모드, cipher feedback",,고정 길이의 평문을 고정 길이의 암호문으로 변환하는 비밀 키 암호 방식을 사용하여 송수신에서 같은 길이의 비트 수 단위로 암호화하는 이용 모드. 송신 측에서 블록 암호의 출력 비트열과 평문의 입력 비트열의 배타적 논리합을 취하여 암호문의 비트열을 출력한다. 블록 암호의 입력을 설정하는 레지스터에서는 출력된 암호문의 비트열을 하위에서 비트 시프트로서 값을 갱신한다. 수신 측에서는 송신 측의 반대 과정을 거쳐 나온 출력의 일부 비트열과 수신한 암호문의 비트열과의 배타적 논리합을 취해 복호한다.
"CIE 표준 측색 관측기, -標準測色觀測器, CIE standard colorimetric observer",,"측색적 특성이 국제 조명 위원회(CIE)에서 1931년에 채택한 분포 계수(등색 함수) X, Y, Z에 대응하는 방사의 수용기. CIE 1931 표준 측색 관측기라고도 한다."
"CIE 표준 측색 시스템, -標準測色-, CIE standard colorimetric system",,"국제 조명 위원회(CIE)가 제정한 측색 시스템. 빛의 3원색에 의해 만들어지는 이론상의 모델로 주로 과학/기술상의 목적으로 사용된다. 빛의 3원색인 R(적)/G(녹)/B(청)를 X/Y/Z의 양으로 나타낸다. 이중에서 X와 Y를 각각 X축, Y축으로 하여 도표로 만든 것이 색도도(色度圖)이다. 이것을 CIE 1931(x, y) 색도도라고 하는데, 색 공간은 찌그러진 종(鍾)과 같은 3각형으로 되어 있으며 대략 중앙이 백이고 3각형의 왼쪽에 가까워질수록 흑이 된다. 이 측색 시스템에서는 녹의 부분이 다른 색의 부분에 비해 크며, 측색 시스템으로서는 왜곡된 것이므로 1960년에 먼셀 색 시스템(Munsell Color System)과 같이 색과 색의 차를 균등하게 나타내도록 개정하였다. 이것을 CIE 1960(μ.ν) 색도도라고 한다."
"CIGS 박막 태양전지, -薄膜太陽電池, Copper, Indium, Gallium, Selenium Thin Film Solar Cell, CIGS TF solar cell",,"구리(Cu), 인듐(In), 갈륨(Ga), 셀레늄(Se) 화합물로 만든 박막형 태양 전지. 유리 기판은 물론 스테인리스, 알루미늄 등 유연한 기판에 구리(Cu), 인듐(In), 갈륨(Ga), 셀레늄(Se) 화합물을 증착하는 방식으로, 기존 실리콘 계열 태양 전지와 달리 실리콘을 전혀 사용하지 않으면서도 태양광을 전기로 변환해 주는 효율이 높은 것이 특징이다."
"CII 표준, -標準, CII standard",,"일본의 산업 정보화 추진 센터(CII:Center for Informatization of Industry)에서 작성한 표준 전자 자료 교환(EDI) 프로토콜. 일본에서는 국제 연합(UN)을 중심으로 표준화를 추진하고 있는 EDIFACT와는 별도로, 1992년에 통산성이 CII에서 작성한 전자 문서 기술을 위한 구문 문법(syntax rule)을 국내 표준으로 채택하였다. 따라서 국제간의 EDIFACT 표준과 국내 표준인 CII 표준을 사용하는 EDI가 개별적으로 추진되는 경향이 있어서, 이것을 조정하기 위해 1992년에 39개 업계 단체가 결집하여 EDI 추진 위원회를 설립하였다."
"CMYK 색 모델, -色-, Cyan-Magenta-Yellow-Black color model, CMYK",,"탁상 출판(DTP)을 포함한 다양한 인쇄 시스템에서 사용되는 색 표시 모델의 하나로, 청록색(cyan, 시안)-자홍색(magenta, 마젠타)-노랑색(yellow, 옐로)-검정색(black, 블랙) 모델을 가리키는 말. 인쇄업계에서는 이를 YMCK(yellow-magenta-cyan-black)라고도 부른다. 컴퓨터로 원고를 작성하는 경우, 화면으로 색을 확인하면서 하지만 이것을 인쇄 잉크로 종이에 인쇄하면 화면에서 확인한 색과 실제로 인쇄된 색이 다른 경우가 있다. 이것은 컴퓨터 화면상의 가색 혼합 방법인 RGB(적/녹/청) 모델과 감색 혼합 방식인 CMYK 모델이 다르기 때문이다. 이 문제는 소프트웨어상에서 잉크 제조업체의 잉크를 지정하고 이미지세터(imagesetter)로 인쇄하거나, CMYK의 색과 RGB 색의 지정을 변환함으로써 해결할 수 있다."
"CNR 슬롯, Communications and Networking Riser slot, CNR slot",,"인텔사(Intel)에서 모뎀, 오디오, 네트워크 기능 또는 이들을 결합한 기능을 가진 장치를 컴퓨터의 주기판(마더보드)에 꽂아 쓸 수 있도록 만든 슬롯(slot). 구조 및 인터페이스에 관한 기계, 전기, 온도의 요건들을 규격화하고, 근거리 통신망, 모뎀, 오디오 서브 시스템을 구현하는데 사용되며, 광대역, 멀티 채널 오디오, V.90 아날로그 모뎀, HomePNA, 이더넷 기반의 네트워킹 등을 지원한다. 또한 마더보드의 자체 통신 시스템으로부터 잡음에 민감한 요소들을 물리적으로 분리시켜 전기적 잡음 간섭을 최소화한 것이다."
"CPU 관리 제어, -管理制御, CPU management control",,"중앙 처리 장치(CPU)의 자원에 관해서, 사용률이나 페이징률, 우선 순위 등을 가지는 테이블. 시스템 자원 관리 프로그램(SRM)의 자원 관리를 위해서 사용된다."
"CPU 라이선스, CPU license",,"소프트웨어를 설치하는 하드웨어의 CPU 개수를 제한하는 라이선스. 예를 들어, 데이터베이스 소프트웨어의 경우 보통 운영할 서버의 CPU 개수를 기준으로 라이선스를 구매한다."
"CPU 시험 방법, -試驗方法, CPU maintenance mode",,전자 교환기의 중앙 제어 장치가 시스템의 기능 수행과 분리되어 오프라인 프로그램에 의해 자체적으로 시험되는 방식.
"CPU 조작 방법, -操作方法, CPU operational mode",,전자 교환기의 중앙 제어 장치가 시스템과 연결되어 각종 프로그램에 의해 장치 전체를 제어하는 방식.
"CSSB 방식, -方式, Compatible SingleSide Band, CSSB",,"진폭 변조(AM) 방송용으로 사용되는 디지털 음성 방송(DSB: Digital Sound Broadcasting) 수신기에서도 수신이 가능한 단측파대(SSB) 방식. 전반송파를 사용하고 있는 SSB 방식은 DSB 수신기에서도 수신이 가능하지만, 변조 신호가 클수록 왜곡이 증가하기 때문에 실용화는 어렵다. 따라서 변조하는 신호 가운데 진폭이 큰 성분은 SSB에 해당하는 성분으로 변환하고, 진폭이 작은 성분은 반송파의 양쪽 측대파에 그 성분을 첨가함으로써 DSB에 해당하는 신호로 교환하여 DSB 수신기에서도 수신이 가능하게 된다."
"CSV 형식, -形式, Comma Separated Values, CSV",,"데이터베이스나 표 계산 소프트웨어 데이터를 보존하는 형식의 하나. &nbsp;&nbsp;각 항목이나 판매 내용마다 콤마(,)로 구분해서 적는다. CSV 형식의 파일은 텍스트 파일로 저장하여, 문서 처리기나 편집기에서 열람하고, 편집할 수 있다. 수많은 애플리케이션에서 취급하는 범용 형식이기 때문에&nbsp;모바일 장치(mobile device)와 PC 간에 주소록이나 표의 데이터를 주고받을 때에도 데이터 파일을 CSV 형식으로 변환하여 송수신하는 경우가 많다.&nbsp;"
"CTIA 공인 시험소, -公認試驗所, Cellular Telecommunications and Internet Association Authorized Test Labs, CTIA Authorized Test Labs, CATL",,"국제적인 휴대폰 협의체인 셀룰러 통신 산업 협회(CTIA)가 인정하는 휴대폰 공인 시험소. CTIA 인증은 북미 이동통신 주파수 대역에서 운용되는 무선 제품을 대상으로 산업 표준 제품임을 증명함으로써 소비자의 만족을 보증하는 데 목적이 있다. CTIA 인증은 지정된 CTIA 공인 시험소(CATL)에서 독립적인 평가를 실시하여 보증하며, 네트워크 운용자와 서비스 제공자에게 산업 표준 적합 제품임을 보증하고, 독립적인 공통 평가를 제공함으로써 시장 출하 시간을 절약할 수 있게 하고, 최종 사용자에게는 CTIA 인증 표시를 통해서 정격 제품임을 보증해준다."
"CVVS 케이블, control vinyl insulated vinyl sheathed and sealed cable",,도체를 폴리 염화 비닐(PVC)로 절연 피복하고 다시 구리 테이프로 차폐하여 외피에 PVC를 사용한 전력 케이블. 600V 이하의 제어 회로에 사용된다.
"CZT 화합물 반도체, -化合物半導體, CdZnTe Mixed Semiconductor",,"카드뮴(Cd), 아연(Zn), 텔레늄(Te) 3가지 원소가 합성된 화합물 반도체. 상온에서 별도의 냉각 장치 없이도 센서로 동작할 수 있어 소형화가 가능하기 때문에 게르마늄(Ge) 반도체를 대체할 차세대 방사선 센서용 소재로 주목받고 있다. 특히 실리콘(Si) 반도체보다 반응 효율이 높아 좁은 면적에서 많은 전력을 생산할 수 있어 우주 망원경의 감마선 감지 센서, 양전자 단층 촬영(PET), 단일 광자 방출 단층 촬영(SPECT) 등 핵 의료 영상 장치용 3차원 영상 방사선 센서, 소형 핵 물질 및 동위 원소 분석기 감마선 감지 센서, 차세대 태양 전지 소재 등에 활용 가능하다."
"C 라이브러리, C library",,"파일 접근, 문자열 연산자(string operator), 문자 연산, 기억 장치 할당 및 기타 기능을 위하여 흔히 사용되는 C 언어의 서브루틴을 포함하는 시스템 라이브러리."
"C선 주 배선반, -線主配線盤, C-line main distributing frame",,교환기의 라인 링크 스위치의 C선과 도수계 사이를 접속하기 위한 배선반.
"C세대, -世代, Content Generation",동의어 : 콘텐츠세대,"자신이 콘텐츠를 생산하고 다른 사람들과 공유하면서 소비하는 세대. 컴퓨터를 널리 쓰고, 초고속 정보 통신망 보급이 빠르게 확산되면서 나타난 세대로 자신이 디지털 카메라, 스마트폰 같은 디지털 기기를 이용하거나 인터넷에 접속하여 콘텐츠를 생산하고 소비하며 이를 다른 사람과 공유하기도 한다."
"C 셸, C Shell",,유닉스 운영 체계용의 명령어 해석기 프로그램. 미국 버클리 대학의 B. Joy가 개발하였다. AT&amp;T 벨 연구소의 스티브 본이 개발한 본 셸보다 기능이 강력하고 사용하기 쉽다. 특히 프로그래밍 기능이 강력하여 C 언어와 비슷하므로 C 셸이라고 한다. 이것은 유닉스 시스템 V와 Xenix에도 채택되어 널리 사용되는 표준 셸이 되었다.
"C 언어, -言語, C language",,"미국 벨(Bell) 연구소의 D.M Ritchie가 개발한 시스템 기술(記述) 언어. 컴파일러나 소프트웨어 개발용 도구로도 사용된다. 특징은 ㉠프로그램을 기계어 명령에 가까운 유형으로 직접 기술할 수 있고, ㉡언어를 간단하게 하여 풍부한 표준 자료집을 갖게 할 수 있으며, ㉢연산자가 많고, ㉣다른 기종에 프로그램 이식이 쉽다는 점 등이다."
"C-조절, -調節, C-conditioning",,데이터 전송에 적합하도록 특수(부가) 장치를 사용하여 신호 감쇄와 지연 일그러짐(delay distortion)을 제어하거나 보상하여 음성급 전용 회선의 전송 특성을 개선하는 것. C-1~C-8의 등급이 있다. 전화 회사는 이러한 등급에 따라 전용 회선을 제공한다.
"C형 유에스비, -型-, Universal Serial Bus Type-C, USB Type-C, USB-C",,"기기 간 데이터 전송을 위한 유에스비(USB) 케이블 단자의 위아래가 동일한 24핀의 유에스비(USB). &nbsp;USB 규격을 제정하는 USB-IF(USB Implementers Forum)에 의해 2014년 USB Type-C 규격(1.0 버전)이 발표되었다. C형 USB(USB Type-C)는 단자 위아래 구분 없이 어느 쪽으로든 연결할 수 있어 편리하다. 특징은 초당 최대 10 기가비트(Gbps) 빠른 속도를 제공하고, 최대 100 W의 전력을 공급한다. 따라서 전원 케이블 없이 스마트폰과 프린터를 USB Type-C만으로 연결하여 사진을 전송하여 출력할 수 있다. USB Type-C를 지원하는 기기나 어댑터를 연결하여 사용될 수 있다. &nbsp;"
"C형 접속법, -型接續法, C type joining method",,"동축심 접속법의 일종으로 N형 접속법을 개량한 것. 중심 도체는 압착 자름집게(pinchers)로, 외부 도체는 슬리브 롤러나 자름집게로 압착하여 접속한다. 이 접속법은 이완, 온도 신축 등과 같은 외력에 강하다는 장점이 있다."
