word,synonym,description
"하드 매크로, hard macro",,"논리 소자 연결 방법과 물리적 경로 및 실선 패턴을 명시한 칩의 논리 함수 설계. 칩 라이브러리에 있는 단순한 함수와 칩 연결에 관한 용어로 기술하고, 기본적인 칩 할당과 그들 간의 트랙 라우팅 지정을 정의한다."
"하드 바운스, hard bounce",,"수신측 주소 불명으로 되돌아온 이메일. 수신측 서버가 모든 메일을 차단해 두는 경우에 발생하며, 해당 주소가 변경되기 전에는 영원히 발생한다."
"하드 부트, hard boot",,"전원을 끄고 컴퓨터를 재가동 하는 것. 전원을 끄고 다시 전원을 넣음으로써 메모리와 내부 구성을 다시 정렬하게 되며, 어떤 프로그램 장애는 컴퓨터를 전혀 움직이지 못하게 만드는 경우가 있는데 이때에는 하드 부트를 사용해야 한다. 콜드 부트(cold boot)와 동의어이다."
"하드 섹터 방식, -方式, hard sectored",,물리적인 마크를 사용해 섹터를 식별하는 방법. 디스크에 구멍을 내어 각 섹터 시작을 나타낸다.
"하드 시스템 방법론, -方法論, Hard System Methodology, HSM",,명확한 규모 기준이 항상 존재하고 거기에 첨가된 목적을 어떻게 설정하여 달성하는가 하는 것을 분석의 주된 관심사로 한 방법론. 1985년 체크랜드(P. Checkland)가 제시한 개념이다.
"하드웨어, Hardware, HW",,"한 시스템의 기계적, 전기적, 전자 회로적 특성에 관한 총칭. 이는 부호화 또는 프로그램 작성을 통하여 구현되는 시스템의 특성 소프트웨어와 구별되는 물리적 특성을 말할 때 많이 쓰인다."
"하드웨어 감시 장치, -監視裝置, hardware monitor",,"시스템의 성능을 감시하기 위해 사용되는 하드웨어 장치. 간단한 하드웨어 감시 장치는 측정 시스템의 상태를 감시하는 감지기와 상태 비트에 관한 불 함수의 기능을 수행하게 하는 논리 기판, 사건의 발생이나 시스템 활동의 지속 시간을 세는 계수기와 표시 장치 또는 기록 장치로 구성된다. 더 진보된 감시 장치는 자료 비교기, 순서기, 램(RAM)과 연관 기억 장치의 특성을 포함한다."
"하드웨어 검사, -檢査, hardware check",,"컴퓨터 내의 어떤 부분이나 장치에 의해 전송, 처리 및 저장된 정보의 정확도를 확인하기 위해 하드웨어로 구성된 설비들의 동작 상태를 자동적으로 검사하는 방법."
"하드웨어 고장, -故障, hardware failure, hard failure",,"장치 고장, 즉 컴퓨터나 주변 장치의 고장으로 인한 기능 정지. 하드웨어 고장을 시정하는 것은 대체로 수리 전문 요원에게 의뢰해야 한다. 하드웨어 고장을 하드 고장(hard failure)이라고도 한다."
"하드웨어 관리, -管理, hardware management",,"제어 프로그램 중 하드웨어와 직접 접촉을 갖는 부분으로서 끼어들기의 검출, 제어, 입출력 요구의 스케줄링과 입출력의 실행, 메모리의 제어, 진단, 장애 처리, 시스템 구성의 관리 등을 취급하는 기능. 태스크 관리의 일부로서 취급하는 시스템도 많다."
"하드웨어 기술 언어, -記述言語, Hardware Description Language, HDL",,"하드웨어를 기술 또는 표현하는 언어. 디지털 시스템의 기능 및 하드웨어 특징을 컴퓨터의 고급 언어에 접합하여 원하는 회로를 기술할 수 있도록 하는 언어를 말한다. 하드웨어 규모가 커지면서 설계의 크기가 5만 게이트 이상이면 연결 도식 설계가 어려워지므로 대신 결선 도식 하드웨어 표현을 언어적 기능으로 표현한 것이다. 하드웨어 기술 언어(HDL)을 사용하여 디지털 시스템의 모델링을 비롯하여 시뮬레이션, 설계, 문서화, 검증, 합성을 할 수 있으며, 게이트 레벨뿐만 아니라 동작 및 구조적 레벨에서 하드웨어를 표현할 수 있다."
"하드웨어 보안 모듈, -保安-, Hardware Security Module, HSM",,"전자 서명 생성 키 등 비밀 정보를 안전하게 저장, 보관할 수 있고 기기 내부에 프로세스 및 암호 연산 장치가 있어 전자 서명 키 생성, 전자 서명 생성 및 검증 등이 가능한 하드웨어 장치. 기기 내부에 저장된 전자 서명 생성 키 등 비밀 정보는 장치 외부로 복사 또는 재생성되지 않으며 스마트카드, 유에스비(USB) 토큰 등 다양한 형태로 제작 및 구현이 가능하다."
"하드웨어 부하 균형 장치, -負荷均衡裝置, Hardware load-balancing device, HLD",,"서버의 이용, 접속수 및 전반적 수행을 근거로 네트워크에서 각 서버에 부하 균형을 잡아 주는 장치. 네트워크에서 어느 특정 서버가 과도하게 압도될 계연성을 줄이고, 각 컴퓨터나 단말기의 가용 대역폭을 최적으로 만들기 위한 것이다. 네트워크 정지 시간 단축, 트래픽 우선 순위, 단대단 응용 프로그램 감시, 사용자 인증, 서비스 거부(DoS)와 같은 공격에 대한 대비 등 각종 기능을 제공한다."
"하드웨어 시계, -時計, hardware clock",,"계수 회로(計數回路)나 기계 기구 등의 하드웨어로 시각을 계측하는 기능, 또는 계측하는 장치. 소프트웨어 시계와 반대되는 용어다."
"하드웨어 의존, -依存, hardware-dependent",,"프로그램, 언어, 컴퓨터 구성 부분 및 장치 등이 특정한 컴퓨터 시스템이나 특정한 구성(configuration)에 의존하고 있거나 종속되어 있는 것을 나타내는 형용사. 예를 들면, 어셈블리 언어는 특정한 모델이나 제품의 마이크로프로세서용으로 만들어지고 그것만으로 동작하도록 만들어진 하드웨어 의존(또는 종속)이다."
"하드웨어 인터럽트, hardware interrupt",,"인터럽트의 일종으로 키보드, 디스크 드라이브, 입출력 접속구 등 하드웨어 장치에 의해서 외부적으로 생성되거나 마이크로프로세서에 의해서 내부적으로 생성되는 인터럽트(서비스 요구). 외부 하드웨어 인터럽트는 장치들이 컴퓨터의 마이크로프로세서로부터의 지시를 요구하는 데 사용된다. 내부 하드웨어 인터럽트는 IBM PC 및 그 호환기 속에 들어 있는 마이크로프로세서에 의해서 어떤 이벤트를 제어하기 위해 생성된다. 예를 들면, 프로그램이 불법 동작인 제로에 의한 나눗셈을 하려는 것과 같이 이벤트를 보고하기 위해 사용된다. 하드웨어 인터럽트는 키보드에서 입력된 문자를 받았을 때와 같이 무작위적으로 발생할 수도 있고, 컴퓨터의 타이머(timer)에 의해서 예측적으로 발생할 수도 있다. 마이크로프로세서는 긴급한 요구와 긴급하지 않은 요구를 판별할 수단이 필요하므로 하드웨어 인터럽트에는 우선 순위의 레벨이 할당되어 있다. 최우선 순위의 인터럽트는 마스크 불가능 인터럽트(NMI)라고 불리는데, 기억 장치의 고장 등 즉시 서비스가 필요한 심각한 오류에 대처하는 인터럽트이다."
"하드웨어 추상화 계층, -抽想化階層, Hardware Abstraction Layer, HAL",,"입출력 인터페이스, 인터럽트 제어, 다중 프로세서 통신을 구현하는 데 필요한 하드웨어 종속적인 세부 사항을 처리하는 루틴들의 집합체."
"하드웨어 추적기, -追跡器, Hardware Tracer, HTR",,소프트웨어 온라인 결함 수정 작업 시 프로그램이 수행한 연속적인 주소를 소정의 기억 장치에 기억시키는 장치. 이 장치의 구동은 하드웨어 추적 프로그램에 의해 수행되며 추적 방법에 따라 달리 동작될 수도 있다.
"하드웨어 키, hardware key",,"컴퓨터 시스템을 허가 없이 사용하는 것을 방지하고 보호하는 데 사용되는 물리적인 장치. 예를 들면, IBM PC/AT 컴퓨터의 정면에 붙어 있는 키는 컴퓨터의 커버가 제거되는 것을 방지할 뿐만 아니라 컴퓨터의 키보드를 작동할 수 없게 하여 무허가 사용을 제한할 수 있다. 컴퓨터 지원 설계(CAD) 프로그램과 같은 소프트웨어 패키지에서는 덩글(dongle)이라고 불리는 다른 종류의 하드웨어 키가 사용된다. 이런 종류의 프로그램은 컴퓨터 입출력 접속구의 하나에 접속되는 특별한 전자 블랙 박스와 함께 공급된다. 프로그램이 시작되면 키의 존재를 확인하기 위해 접속구가 체크되며, 키가 존재하지 않으면 프로그램은 중지된다. 이 방법은 소프트웨어의 예비 복사를 만드는 것은 허용하지만 소프트웨어를 하나 이상의 머신에서 실행하는 것은 방지한다."
"하드웨어 핸드셰이크, hardware handshake",,"전압이나 펄스를 이용해서 데이터 송신 시작과 끝 신호를 보내는 핸드세이킹 신호. 컴퓨터는 데이터를 보낼 때 핸드세이킹 신호를 사용하는데, 하드웨어 핸드세이크 외에 데이터 스트림에 문자를 삽입하여 이와 같은 정보를 교환하는 소프트웨어 핸드세이크가 있다."
"하드웨어 호환 목록, -互換目錄, Hardware Compatibility List, HCL",,"소프트웨어 제조사가 소프트웨어와 호환성을 검증한 제품들을 명시한 하드웨어 목록. 예를 들면, 마이크로소프트 하드웨어 호환 목록(HCL)에는 마이크로소프트사의 호환성 요건을 만족하는 모든 제품 이름이 들어 있으며, 그 제품에는 호환성 로고가 제품 포장지에 표시되어 있다. 그리고 소프트웨어를 설치할 때 HCL이 소프트웨어에 포함되어 있지만 해당 웹 사이트에서도 검색을 통해 최신 HCL을 간편하게 알아볼 수 있다."
"하드 카피, hard copy",,"종이, 필름, 기타 영구적인 기록 매체에 출력되어 인쇄되거나 저장된 정보. 이와 반대되는 용어는 소프트 카피로, 플로피 디스크, 하드 디스크, CD-ROM 디스크, 테이프, 모니터 화면, 또는 기타 비영구적인 매체(ephemeral media)에 출력되어 표시되거나 저장된 전자적 형태의 정보를 말한다."
"하드 통화 채널 전환, -通話-轉換, hard hand-off, hard handoff",,"가입자가 기지국 간을 이동 중 순간적으로 무선 채널의 교체가 이루어 지며 통화 채널 전환(hand-off)이 이루어 지는 방식. ㉠이동국이 불연속 활성 세트로 전환될 때, ㉡CDMA 주파수 할당이 변할 때, ㉢프레임 오프셋(frame offset)이 변할 때, ㉣이동국이 CDMA 통화 채널에서 아날로그 음성 채널로 바뀔 때 등 주파수나 교환기가 바뀔 때 발생하며, 비록 통화자가 순간적인 통화의 절단을 감지하지 못한다 하더라도 잦은 빈도는 문제를 발생하게 하므로 회선망 설계에 주의해야 한다."
"하비, Home Audio/Video Interoperability, HAVI",,"비디오 테이프 녹화기(VTR)나 디지털 비디오 카메라 등의 AV 기기와 PC 등을 가정 내 통신망에 접속해서 망 상호 간에 제어될 수 있도록 기기에 실장(實裝)하는 제어 소프트웨어나 응용 프로그램 인터페이스(API) 및 기기 간의 통신 규약을 정한 것. 네덜란드의 필립스사와 일본의 소니사, 히타치사, 도시바사 등이 공동으로 개발하였으며, 하위층에 PC나 주변 기기용의 고속 인터페이스인 IEEE 1394를 사용해서 AV 기기나 PC를 서로 제어할 수 있도록 하였다. 1998년 5월에 기본 부분 규격이 결정되었으며, 가정 내 통신망을 거쳐 ‘plug and play’를 실현하는 것이 주요 특징의 하나이다. 하비(HAVI)는 AV 기기에 실장하는 소프트웨어를 규정하고 있는데, 소프트웨어의 주요 기능으로는 IEEE 1394의 특징인 등시형(等時型:Isochronous) 전송이나 비동기 전송을 실현하기 위한 ‘1394 커뮤니케이션 매니저’, 각 기기 간에 메시지를 주고받을 수 있도록 하기 위한 ‘메시징 시스템’, 영상 데이터 등을 실시간으로 전송하기 위한 ‘스트림 매니저’ 통신망에 접속, 절단을 알아내는 ‘이벤트 매니저’ 등이 있다. 이와 같은 소프트웨어가 상위 애플리케이션에 제공하는 API나 각 소프트웨어끼리 주고받을 때의 통신 규약 등을 규정한다."
"하우스키핑, housekeeping",,"인공위성 탑재 기기가 그 환경에서 충분히 동작하도록 전원 상태, 온도 등을 정상적인 상태로 유지하는 것. 일반적으로는 위성의 상태를 원격 측정으로 지구국에 보내어 지구국 측에서 판단한 다음, 필요에 따라 지령을 위성으로 보내 제어한다."
"하우징 프레임워크, Housing Framework",,각종 가전 제품과 생활 설비 시스템을 유비쿼터스 환경에서 원격 제어하고 통제하는 데 필요한 통합 운영 체계(OS). 현재 아파트에 적용되고 있는 일부 전자 기기는 서로간의 연결이나 서비스 제공이 원활하지 못해 디지털 홈 확산에 걸림돌로 작용해 왔다. 하지만 하우징 프레임워크가 구축되면 디지털 전자 기기들이 서로 호환될 수 있는 접속 가이드라인이 제공되어 실질적인 주거 환경의 유비쿼터스 시대가 앞당겨질 수 있다.
"하울링, howling",,"확성장치나 전축같은 증폭기 장치에서 출력측(스피커, 경우에 따라서는 리시버)의 음이나 진동이 입력측에 되돌아와 다시 증폭되고 그 출력이 다시 입력측에 되돌아가 되풀이하는 과정에서 일어나는 저주파 발진을 말한다."
"하위 계층, 下位階層, Lower Layer, LL",,"OSI 기본 참조 모델 7계층 중 데이터 전송과 관련된 부분으로 제1계층부터 제4계층까지의 집합. 즉 물리 계층, 데이터 연결 계층, 망 계층, 전송 계층까지를 가리킨다."
"하위망 종속 변환 프로토콜, 下位網從屬變換-, Subnetwork-Dependent Convergence Protocol, SNDCP",,"OSI 기본 참조 모델 7계층 중 제3계층인 망 계층은 망 간 접속을 담당하는데, 여기서 다른 망과의 접속에 종속된 기능 변환을 수행하는 프로토콜. 즉 송신 측과 수신 측 사이에 망 A와 망 B가 접속된 경우에 A로부터 요구된 서비스 기능이 B에서는 다르게 되므로 이를 하부망 구조 B에 맞도록 변환하는 프로토콜이다."
"하위 시험기, 下位試驗器, Lower Tester, LT",,적합성 시험 분야에서 시험 수행 시 시험 대상(IUT)과 하위의 통신 서비스 제공자 간의 경계에서 발생하는 이벤트를 제어하고 관리하는 수단. ISO/IEC 9646에서 규정하고 있다.
"하이-K, high-K",,"반도체의 게이트나 커패시터를 만들 때 사용하는 신물질. 반도체 회로의 미세화에 따라 디자인 룰이 50 나노 이하로 내려가면 크로스토크(Crosstalk)와 같은 전류 누설이 문제가 된다. 이와 같은 문제를 해결하기 위하여 절연막으로 하이-K를 사용함으로써 전하를 가두어 전류 누설을 막을 수 있다. 대표적인 하이-K 물질은 하프늄 다이옥사이드(HfO²), 지르코늄다이옥사이드(ZrO²) 등이 있다."
"하이 다이내믹 레인지, High Dynamic Range, HDR","동의어 : 고휘도, 고명암비","디지털 영상에서 밝은 곳은 더 밝게, 어두운 곳은 더 어둡게 만들어 사람이 실제 눈으로 보는 것에 가깝게 밝기의 범위(Dynamic Range)를 확장하는 기술. DR(Dynamic Range)은 가장 밝은 부분부터 가장 어두운 부분까지의 범위를 의미한다. 사람의 눈으로 지각되는 밝기 범위(DR)는 약 10,000 니트(nits) 정도인데, 기존 일반 디스플레이에 입력되는 영상은 약 100 nits 정도의 LDR(Low Dynamic Range 또는 SDR(Standard Dynamic Range))로, 실감 화질을 구현하는 데 한계가 있다. HDR은 기존 DR을 더 넓게 확장하여, 영상의 명암비(contrast ratio, 가장 밝은 부분과 가장 어두운 부분의 차이)를 높이고, 태양의 강렬한 빛부터 어두운 밤하늘의 별빛까지 현실에 존재하는 다양한 밝기를 표현하여 영상을 실감나게 전달한다. 국제 연합체인 UHD 협회(UHD Alliance)에서는 프리미엄 4K HDR 콘텐츠 밝기 기준을 1,000 nits 이상으로 정의하고 있다."
"하이 레벨 포맷, high level format",,"하드 디스크의 일부, 또는 전체에 파일 시스템의 기본 틀을 구축해 놓는 것. 마이크로소프트 디스크 운영 체계(MS-DOS)에서는 명령어로서 'format C:'와 같이 입력하여 수행시키며, 윈도에서는 메뉴에서 포맷할 드라이브를 선택하여 수행시킨다. 하이 레벨 포맷은 하드 디스크의 모든 내용을 지우거나 운영 체계를 다시 설치할 경우에 하게 되며, 하드 디스크에 오류가 생겨 하이 레벨 포맷이 불가능해 지면 로우 레벨 포맷을 먼저 시행한 후에 다시 해야 한다."
"하이로 바이어스 시험, -試驗, high-low bias test",,초기의 장치상 결함을 찾아내기 위해서 정상적인 동작 상태로부터 동작 조건을 여러 가지로 바꾸면서 불량 부품을 찾아내는 예방 유지 과정. 예로 인가 전압 또는 주파수의 변화를 들 수 있다. 한계값 시험과 유사어로서 점검과도 관련이 있다.
"하이밴드 VTR, high band VTR",,"방송용 비디오 테이프 녹화기(VTR)로, 컬러용으로 광대역 주파수 변조(FM) 방식을 채용하여 컬러 화질을 비약적으로 개선한 VTR. 재래의 VTR는 수록 FM 변조 주파수가 낮고 색 부반송파와 FM 측파대의 간섭으로 생기는 방해가 두드러지기 때문에 FM 신호의 대역을 7.06~10.0MHz로 한 변조 방식이 개발되었다. 이와 같이 높은 쪽의 수록 주파수 대역으로 녹화 재생하므로 하이밴드 방식이라 한다."
"하이버네이션, Hibernation",,"개인용 컴퓨터(PC)의 전원이 꺼짐과 동시에 직전까지 실행하던 작업 내용을 하드 디스크 드라이브(HDD)에 자동적으로 보존하는 기능. 정지(suspend), 점유(resume)에서는 대기 상태라도 약간의 전력을 소비하기 때문에 정지 상태로 오랫동안 방치하면 데이터가 소실된다. 하이버네이션에서는 기억 용량을 유지하기 위해서 전력을 소모하지 않기 때문에 데이터 소실 염려는 없으며 절전 효과도 있다. 다만 하드 디스크상에 데이터 보존용 영역을 미리 확보해야 한다. 따라서 프로그램이나 데이터를 복제, 보존해 두는 것을 전제로 한 백업(back-up)과는 다른 개념이다. 즉 백업은 시스템의 파손이나 장애에 대비하기 위한 사전 조치(데이터의 복제, 보존)이지만 하이버네이션은 실행 중인 작업 내용의 소실 방지를 위한 동시 조치라 할 수 있다."
"하이브리드, hybrid",동의어 : 혼합형,특정한 목적을 달성하기 위해 두 개 이상의 기능이나 요소를 결합한 것. 서로 다른 요소의 장점만을 선택해 합친 것으로 성능이나 경제성이 뛰어나다. 대표적인 하이브리드 제품으로는 일안 반사식(DSLR) 카메라와 디지털 카메라의 장점을 결합한 하이브리드 카메라 그리고 전기 모터와 엔진을 사용하여 효율을 높인 하이브리드 자동차 같은 것이 있다.
"하이브리드 HDD, Hybrid HDD",,"HDD에 낸드 플래시 메모리를 내장하여 성능을 높인 새로운 저장 장치. 하이브리드 HDD에 내장된 플래시 메모리를 읽기·쓰기의 임시 저장소로 활용해 디스크의 회전 수를 줄이고 노트북 컴퓨터의 배터리 전력을 절약할 수 있는 기능으로, 노트북 컴퓨터 사용 중 디스크 회전으로 인한 손상 가능성을 줄여 안정성을 높일 수 있다. 일반 HDD에 비해 소비 전력과 안정성, 소음 등에서 우수해 외부 사용이 많은 노트북 컴퓨터나 UMPC 등에 적합하다."
"하이브리드 IP 셋톱 박스, Hybrid Internet Protocol Set-Top Box",,"무선 주파수(RF) 방식의 디지털 케이블용 셋톱 박스에 인터넷 프로토콜(IP) 기능을 접목해 효율적으로 주문형 비디오(VOD) 서비스를 제공할 수 있는 셋톱 박스. 종합 유선 방송(CATV) 업계가 IPTV에 대비해 기존 디지털 방송에 IP 기술을 추가하기 위해 개발한 셋톱 박스다. IPTV가 IP 방식으로만 서비스를 제공하는 데 비해 하이브리드 IP 셋톱 박스는 실시간 방송은 RF 방식으로, VOD는 IP 방식으로 서비스를 제공한다."
"하이브리드 VOD, Hybrid VOD",,페이퍼 뷰 방식(PPV) 서비스를 마치 주문형 비디오(VOD)처럼 사용할 수 있는 기술. PPV 콘텐츠의 앞부분을 패킷 단위로 잘게 쪼갠 뒤 전송망에 차례로 송출하고 사용자가 이 중 하나를 선택하면 해당 콘텐츠의 뒷부분이 자동으로 연결된다.
"하이브리드 네트워크, Hybrid Network",,전송 속도를 높이기 위하여 기술 방식과 주파수 대역이 다른 두 개의 네트워크를 동시에 사용하는 기술. 3G와 와이파이(WiFi) 또는 LTE와 와이파이를 연동해 각 망의 속도를 합한 고속 데이터 서비스를 할 수 있다.
"하이브리드 데이터베이스, hybrid database, hybrid DB",,"일반 하드디스크 기반 데이터베이스 관리 시스템(DBMS)과 메인메모리 데이터베이스 관리 시스템(MMDBMS) 두가지 용도에 모두 쓸 수 있도록 개발된 DBMS. 디스크 기반 DBMS는 대용량 데이터 처리 외에 풍부한 기능과 운영도구가 제공되는 장점이 있으나 응답시간이 늦어 동시접속자 수가 많거나 고속 데이터 처리를 요구하는 실시간 시스템에는 한계가 있는 반면에, 메인메모리에 기반을 둔 MMDBMS는 통상 DB를 시스템의 메모리에 탑재해 운영함으로써 실시간으로 발생하는 트랜잭션을 빠르고 안정적으로 처리하는 장점이 있다. 하이드브리드 DB는 기본적으로는 메모리 DB로 동작하나 데이터 량이 많은 경우 디스크 DB로도 동작하게 하여 두가지 시스템의 장점을 최대한 활용하도록 설계된 시스템이다."
"하이브리드 디지털 카메라, Hybrid Digital Camera",,디지털 일안 반사식 사진기(DSLR) 카메라의 장점과 콤팩트 카메라의 장점을 하나로 묶은 디지털 카메라. 콤팩트 카메라처럼 가볍지만 필요에 따라 렌즈를 발꿀 수 있는 것이 특징이다. DSLR에 비해 싼 값과 편리한 휴대가 강점으로 꼽히면서 아마추어뿐만 아니라 전문가 계층까지 수요가 늘고 있다.
"하이브리드 메모리 큐브, Hybrid Memory Cube, HMC",,D램을 입체적으로 쌓아 소비전력은 낮으면서도 초당 1조의 데이터를 전송할 수 있는 저전력 고효율 반도체 기술.
"하이브리드 방송, -放送, Hybrid Broadcast",,"서로 성격이 전혀 다른 플랫폼의 융합 방송 서비스. 각 상품 간 채널 이동이 실시간으로 가능하며 주문형 비디오(VOD)를 내려받기하는 동안 위성 방송을 즐길 수 있는 등 마치 하나의 상품처럼 융합되어 서비스된다. 대표적인 예로 IP 텔레비전(IPTV)과 위성 방송 서비스를 결합한 쿡 TV, 스카이라이프가 있다."
"하이브리드 방송 브로드밴드 티브이, -放送-, Hybrid broadcast broadband TV, HbbTV",,"유럽의 하이브리드 방송 서비스를 위해 구성된 표준화 단체. 또는 기술 표준. HbbTV 표준화 단체는 2009년 프랑스와 독일 방송사들이 주축이 되어 설립되었다. 인터넷이 연결된 TV, 셋톱 박스, N스크린 기기를 통해 방송과 브로드밴드망 콘텐츠가 결합된 하이브리드 방송 서비스 제공을 목적으로 한다. HbbTV 2.0 표준(2015년 제정)은 국내 UHD 방송 서비스 표준 TTAK.KO-07.0128(지상파 UHD IBB 서비스)에 적용되었다. 
"
"하이브리드 빔 형성, -形成, Hybrid beamforming",동의어 : 하이브리드 빔포밍,"기저 대역에서 채널의 상태 정보(CSI: Channel State Information)를 토대로 디지털 빔 형성을 한 후에 무선 주파수(RF) 체인을 거쳐 아날로그 빔 형성을 하는 기술. 디지털 빔 형성을 모든 안테나에 적용하는 것에 비해 상대적으로 비용이 적게 들며 복잡도가 낮다. 경로 손실이 큰 밀리미터파(millimeter wave) 대역에서 충분한 전송 거리를 얻기 위해 사용하는 대량 다중 입력 다중 출력(massive MIMO) 안테나 시스템에 효과적으로 적용될 수 있다. 5G 이동 통신에서는 대역폭이 넓은 채널을 사용하기 위하여 밀리미터파) 대역을 활용한다. 그러나 개별 안테나의 개구 면적이 작으면 밀리미터파의 경로 손실이 높아지는 문제가 있으므로, 송신단과 수신단에 massive MIMO 기술을 활용한 수십 개 이상의 안테나를 구축하여 경로 손실을 보상하고 대용량의 데이터를 송수신할 수 있도록 한다. 단, massive MIMO의 안테나 시스템을 디지털 빔 형성만으로 구현하는 경우 과도한 복잡도와 비용이 소요될 수 있어서 디지털 빔 형성 기술과 아날로그 빔 형성 기술의 장점을 결합한 하이브리드 빔 형성 기술을 활용한다."
"하이브리드 셋톱박스, Hybrid STB",,RF의 장점과 IP의 장점만을 받아들여 새로운 융합 서비스를 제공할 수 있는 셋톱박스(방송 수신기). 대표적인 하이브리드 셋톱박스로는 쿡TV(Qook TV)와 스카이라이프(skylife)를 융합한 쿡 TV 스카이라이프(Qook TV skylife)가 있다.
"하이브리드 암호화, -暗號化, hybrid encryption",,비밀 키(개인 키) 암호화와 공개 키 암호화를 혼합한 응용 암호화. 메시지 암호화는 비밀 키를 이용하므로 비밀 키를 소유하고 있는 사람만이 암호 메시지를 복구할 수 있다. 비밀 키를 사용하여 메시지를 암호화하고 비밀 키를 받을 사람의 공개 키로 비밀 키를 암호화하여 메시지에 붙여 보내면 비밀 키를 복호화하여 메시지를 복구한다.
