word,synonym,description
"EPC 클래스, Electronic Product Code Class, EPC Class",,"EPC 글로벌에서 정의하는 전파 식별(RFID) 태그 종류. 클래스 1은 태그 제조업체에서 고유한 인식 번호가 제작 단계에서 부여되어 물체에 부착된 뒤에 리더로 읽기만을 제공하는 읽기 전용 수동형 태그이고, 클래스 2는 읽기/쓰기가 가능하고 암호화를 적용할 수 있는 보다 발전된 형태의 수동형 태그다. 클래스 3은 배터리를 내장하여 리더로부터 오는 전력을 태그 정보 전송에만 활용하도록 하여 인식 거리를 증가시킨 반 능동형 태그이다. 클래스 4는 태그끼리 통신이 가능하며, 애드혹 네트워크 구성이 진화된 형태의 태그이다."
"EP 모드, extended play mode",,"가정용 비디오 방식(VHS)의 녹화 시간 길이를 나타내는 명칭. EP 모드의 테이프 주행 속도는 SP(standard play) 모드의 3분의 1이기 때문에 녹화 시간은 SP 모드의 3배가 된다. 녹화 시간을 길게 하기 위해 EP 모드에서는 기록 트랙 폭을 SP 모드의 3분의 1인 19µm로 하였다. 테이프 주행 속도가 SP 모드의 3분의 1이기 때문에 테이프 소모량도 3분의 1로 되어 경제적이나, 화질은 SP 모드에 비해 나쁘다."
"ETX/ACK 프로토콜, End of TeXt/ACKnowledge protocol, ETX/ACK protocol",,"데이터 전송의 정확성을 검증하기 위한 통신 규약. 송신 측에서 데이터 전송을 완료한 후, 본문 끝 문자 ETX(End of TeXt)를 보내 수신측에서 데이터 수신을 종료하도록 하며, 수신측에서는 수신이 제대로 된 것을 송신 측에 알려주기 위해 응답 문자 ACK(ACKnowledge)를 보낸다.&nbsp;"
"EV-DO 리비전 A, CDMA 2000 EV-DO Revision A, EV-DO Rev.A",,"2세대 기술인 동기식 CDMA EV-DO를 개량, W-CDMA, 고속 하향 패킷 접속(HSDPA) 등 3세대 이동통신 서비스에 해당하는 빠른 데이터 전송과 화 상통화 등이 가능하게 하는 기술. CDMA 2000 EV-DO 리비전 A를 지칭하는 것으로, 막대한 신규투자 없이 현재 사용중인 주파수와 기술을 활용하여 3세대 이동통신이 목표로 하는 동영상 휴대전화에 버금가는 서비스를 구현할 수 있는 기술이다."
"EV-DO 리비전C, CDMA 2000 EV-DO Revision C, Ultra Mobile Broadband, EV-DO Rev. C",,"동기식 이동 전화 표준화 기구인 3GPP2에서 표준화를 추진한 4세대 이동 통신(4G) 후보 기술. EV-DO 리비전 C는 5~20MHz의 주파수 대역폭을 이용하여 하향은 275Mbps, 상향은 75Mbps를 목표로 한다. 주파수 분할 다중 접속(FDMA) 기술을 채택하고 주파수 분할 듀플렉스(FDD)와 시분할 복신(TDD)을 모두 지원한다. 또한 다수의 안테나로 데이터를 송수신해 전송 효율을 높여 주는 다중 입력 다중 출력(MIMO) 기술과 공간 분할 다중 접속(SDMA) 기술도 지원한다."
"e-공급 사슬 관리, -供給-管理, e-Supply Chain Management, e-SCM",,"웹을 활용하여 공급자, 유통 채널 소매업자, 고객과 관련된 물자, 정보, 자금 등의 흐름을 신속하고 효율적으로 관리하는 전략적 기법. 기존 공급 사슬 관리(SCM) 관련 기술들이 웹상에서도 기능을 수행할 수 있도록 하는 것이 바로 e-SCM의 개념이다. 공급자로부터 고객까지의 공급 사슬상의 물자, 정보, 자금 등을 인터넷을 포함한 각종 디지털 기술을 활용하여 총체적인 관점에서 통합 관리함으로써 e-비즈니스 수행과 관련된 공급자, 고객, 기업 내부의 다양한 욕구를 만족시키고 업무의 효율성을 극대화시킨다. →공급 사슬 관리."
"E 대역, 帶域, E-Band",동의어 : E-밴드,"71 ~ 76 ㎓, 81 ~ 86 ㎓ 대역(밴드). 광대역 고속 무선 데이터 전송이 가능하지만 대기나 수분에 의한 감쇄가 심해 고정 점대점 통신(P2P), 백홀 등에 주로 사용된다. "
"e로란, enhanced-LOng RAnge Navigation, eLORAN",,"중장거리 항행 원조 시스템인 로란-C의 서비스 가용성(Availibility)을 유지하면서 정확도(Accuracy), 연속성(Continuity), 그리고 무결성(Integrity)을 개선한 항법 표준. 위치 정확도를 기존의 로란-C에서 최고 460미터까지 발생하는 오차의 범위를 20 미터 이내로, 서비스 연속성을 150 초 동안에 0.999 이상으로, 그리고 무결성을 0.999999로 개선한 표준이다. eLoran은 고출력의 저주파 신호를 사용하기 때문에 전파 방해(재밍, jamming) 등의 영향을 덜 받으므로 서비스가 중단될 가능성이 낮고, 전용 데이터 채널을 두어 보정 정보, 경계 정보 및 무결성 정보를 전달한다는 장점이 있다.&nbsp;"
"e-마켓 플레이스, e-MarketPlace, e-MP",,"복수의 구매자(바이어)와 판매자를 하나의 집중된 전자 시장에 집결시키고 각 전자 시장의 규칙 따라 결정되는 동적인 가격에 의해 서로 매매할 수 있도록 지원하는 기업 간 인터넷 가상 거래 공간. 기업들의 구매와 판매 비용을 크게 낮출 수 있는 일차적 장점 이외에도 제품 개발 사이클 단축, 공급 업체와의 협력, 제품 단가 절감 등 효과를 가져다주고 있다. 최근에는 CRM, 전자 청구 및 지불 시스템, 카탈로그 관리, 재고 관리 등 새로운 서비스가 추가돼 구매자와 판매자 간의 효율적인 협력을 통하여 시장 개척, 매출 확대, 생산성 향상 등의 효과를 기대할 수 있게 한다."
"e-매뉴팩처링, e-Manufacturing",,"제조 산업의 전 활동 영역에 IT 기술을 접목해 제조업의 경쟁력 향상을 도모하는 것. 제조 산업의 활동 영역에는 단순히 상품을 생산하는 과정만 포함되는 것이 아니라, 상품의 기획 및 설계, 생산 시스템의 설치, 운영, 부품의 구매와 공급, 최종 상품의 유통과 판매에 이르는 산업 전체가 포함된다. 따라서 e-매뉴팩처링은 제조업뿐 아니라 나아가 국가 산업 전체의 첨단화를 의미한다."
"E면 지향 특성, -面指向特性, E-plane pattern",,"전계 E를 포함하는 면(面) 내의 지향 특성. 예를 들면, 수직 안테나에 대해서는 안테나를 포함하는 수직면 내의 방사 지향 특성이다."
"E 분기, -分岐, E branch",,"직사각형 도파관의 관 내 전계 E를 포함한 면 내에서 분기한 회로의 총칭. T 분기, Y 분기 등이 있다. 이 분기 회로는 주 회로에 직렬로 삽입한 것으로서 직렬 분기라고도 한다."
"e-브랜드, e-brand",,"기업 제품의 인지도를 인터넷상에서 홍보하여 브랜드 이미지를 사이버 공간에서 구축한 브랜드. 로고, 광고, 콘텐츠, 디자인 등 다양한 방법을 이용해 고객에게 전달한다. e-브랜드는 이미지 구축이 비교적 손쉬우며, 고객과 커뮤니케이션이 용이하다는 장점이 있다."
"e-사이언스, e-Science",,"그리드(GRID) 기반의 초고속 인터넷망을 통해 시간과 공간에 구애받지 않고 연구자, 연구 장비, 연구 정보 등 연구 자원을 동시에 활용하는 연구 활동. 기존 연구 활동은 지역적으로 접근할 수 있는 물적·인적 자원으로 진행되었다면, e-사이언스 환경에서는 원격에 있는 슈퍼컴퓨터, 첨단 장비, DB 문서 등을 공동으로 활용하고, 협업 회의를 통해 인적 자원과 정보를 공유한다. 이를 통해, 기존 첨단 연구 장비의 활용 효과를 극대화하고 연구 활동의 생산성을 향상시킬 수 있으며 대형 연구 시설을 지역에 분산 설치할 수 있어 국토의 균형 발전에도 기여할 수 있다."
"e-사이클링, electronic recycling, e-cycling",,전자 장비 및 부품을 수명이 다 되어도 폐기하지 않고 재사용하는 것. 폐기되는 전자 장비 및 부품은 제조 과정에서 포함된 독성 물질 때문에 심각한 환경 문제가 된다. 대체로 폐기되는 전자 장비 및 부품은 휴대폰과 같이 기능이 살아 있어 다른 사람이나 다른 기관에 넘겨 사용할 수 있다. 설사 동작이 안 되는 장비라 할지라도 다시 고쳐서 팔거나 기증할 수도 있다. 이와 같이 하면 환경 친화적이고 비용을 절약할 수 있는 방안이 된다.
"e-소싱 능력 평가 기준, -能力評價基準, e-Sourcing Capability Model, eSCM",,"아웃소싱 서비스의 품질 평가 모델. 업무 능력 및 성숙 평가 기준(CMM)을 개발한 미국 카네기 멜론 대학과 인도 새티암 컴퓨터 서비스사의 공동 모델이다. 아웃소싱 서비스 공급자의 능력을 5단계로 평가하고 능력 수준에 따라 레벨 1에서 5로 나눠진다. 정보 기술을 기반으로 한 IT/비즈니스 프로세스 아웃소싱 사업에서 서비스 공급자의 수준을 객관적으로 평가하고 품질 수준을 개선하기 위한 것으로 아웃소싱의 CMM으로도 불린다. e-소싱 능력 평가 기준(eSCM)은 특히 IT 서비스 제공자에게는 자체 프로세스 능력 개선 수단으로, 고객에게는 아웃소싱 서비스 수준 및 사업자 평가 척도로 활용된다."
"e-스피크, electronic speak, E-speak",,"인터넷에서 전자 서비스(e-service)를 위한 휴렛 팩커드(HP)사의 소프트웨어 플랫폼. 확장성 마크업 언어(XML)를 기반으로 하고 사람이 직접 해야하는 일들을 컴퓨터를 이용해 자동적으로 처리한다. 예를 들어 항공편 예약, 호텔 예약을 위해 전자 서비스 사이트에 자기 계획을 제시하면 적당한 에이전트를 찾아 예약, 일정 변경 등을 여행 계획에 맞추어 대행해 준다."
"E와 M 신호, -信號, E and M signaling",,회선 제어 신호와 음성 신호에 대해 별도의 회선을 사용하는 신호 배열 방법.
"e잉크, electronic ink, E Ink",,"미국의 이잉크사(E ink Corporation)가 개발한 초저전력형 전자 종이용 디스플레이 기술. 사람의 머리카락 지름 크기의 마이크로캡슐(microcapsule)에 든 수백만 개 흑백 입자로 구성되어 있다. 음극 전기장을 가하면 마이크로캡슐 속 흰색 분말이 위로 움직인다. 흰색 입자가 겉 화면에 나타나면 이 부분은 전자 종이에서 흰색으로, 전기 자극을 반대로 가하면 검은색이 표면에 나타난다. e잉크는 초저전력으로 소비 전력이 기존 액정 표시 장치(LCD)의 5%에 불과하고, 태양광 아래에서도 볼 수 있다. 전자책, 개인용 컴퓨터(PC) 액세서리, 시계, 공공 게시물, 프로모션 광고물용 디스플레이 등 다양한 분야에 이용될 수 있다."
"E층, -層, E layer",,E 영역 내의 100km 부근에서 주간에 규칙적으로 생기는 전리층. E층의 최대 전자 밀도의 변화는 태양 고도와 매우 밀접한 관계가 있는데 극지대를 제외한 지역에서의 밀도는 정오쯤에 거의 최대가 된다. E층은 F층에서 반사된 단파에 대하여 감쇠층으로서 작용하지만 최저 사용 주파수를 결정하는 데 중요한 역할을 한다.
"e-클러스터, e-cluster",,"산업 단지를 비롯한 전국의 제조 업체들이 대학·연구소·지원 기관 등 산업 클러스터 관련 기관과 함께 인터넷을 통해 하나의 허브(Hub) 네트워크로 결집한 통합 정보망. 예를 들어 전국 산업 클러스터 통합 정보망은 산업 클러스터 활성화와 지역 전략 산업의 체계적인 지원을 위해 산·학·연·관이 온라인상에서 네트워크 활동을 병행해 시너지 효과를 극대화하기 위해 구축된 통합 포털 사이트이다.  한국 산업 단지 공단(www.klcox,or.kr)이 주관하는 e-클러스터는 전국 16개 광역 시도별로 구성된 e-클러스터 지역 추진 협의회와 전국 13개 광역시도 지역 전략 산업 기획단(수도권 제외)이 공동 운영하게 된다."
"e-페이플레이스, e-Payplace",,"B2B 결제를 지원하는 종합 서비스. 은행 간의 온라인 계좌 이체는 물론 카드사 간의 신용 카드 온라인 결제, 구매 카드와 금융, 전자 상거래 안전 보험, 신용 정보 및 기업 평가 정보 온라인 제공, 물류 정보 실시간 제공 등의 서비스를 제공한다."
"e-폐기물, -廢棄物, Electronic Waste, e-waste",동의어 : e-쓰레기,"오래된 휴대폰, PC, TV 등 전자 장비 및 부품에서 나오는 쓰레기. PC의 브라운관과 납, 수은, 코발트를 포함한 각종 부품들은 장비 폐기로 인해 심각한 문제를 야기한다. 전자 쓰레기 문제가 세계 문제화되어 e-사이클링 등 오래된 전자 장비 재사용과 독성이 없는 대체 부품의 사용이 촉진되고 있다."
"e-혈전증, -血栓症, e-thrombosis",,"주로 장시간 컴퓨터 앞에서 작업하는 사람에게 생길 수 있는 증상. 장거리 비행에서 나타날 수 있는 일반석 증후군과 같이 컴퓨터 앞에서 장시간 앉아 있을 때 일어날 수 있는 심정맥 혈전증(DVT)을 일컫는다. 장시간 앉아 있을 때 다리 정맥 등에 혈전이 생겨 다리가 붓거나 통증이 생기고, 혈전이 정맥을 통해 폐로 들어가게 되면 가슴 통증, 호흡 곤란 등 생명을 위협하는 상황을 초래할 수도 있다. e-혈전증을 예방하기 위해서는 일정 시간마다 정기적으로 휴식을 취하여 몸을 움직여 주는 방법이 제일 좋다."
"E형 정류기, -型整流器, E-type rectifier, ERF",,축전지의 결합과 관계없이 정류기에서 부하로 전력을 직접 공급하는 정류기.
