word,synonym,description
"라디오 부이, radio buoy",,"무선 설비를 내장한 부표(浮標)를 목표물에 설치하여, 이것으로부터 발사되는 전파를 선박 또는 항공기에서 잡아 그 방위를 측정하는 장치. 현재 주로 사용되고 있는 것은 다음 4종류가 있다. ㉠사용 중에는 항상 전파의 발사와 휴지를 반복하는 라디오 부이. 일반 라디오 부이라 한다. ㉡타이머를 내장하여 특정 시각에서 일정 시간에 걸쳐 전파의 발사와 휴지를 반복하고, 그 후 일정 시간에 걸쳐 운용을 휴지하고, 마지막으로 일반 라디오 부이의 동작으로 옮기는 라디오 부이. 타이머 부착 라디오 부이라고 한다. ㉢선박 측에서 선택 호출을 받았을 때만 전파를 발사하는 라디오 부이. ㉣9,000MHz대의 레이더를 수신한 때만 전파를 발사하는 라디오 부이."
"라디오시티 알고리듬, -法, radiosity algorithm",,3차원 컴퓨터 그래픽스(3DCG)에서 물체들 간에 발생하는 광 상호반사를 정밀하게 계산하기 위한 기법. 물체 표면을 분할해서 각 분할 부분 상호 간에 광 에너지를 주고받는다. 처리 순서는 ㉠광원으로부터의 광 에너지를 각 분할 구역에 축적한다. ㉡각 분할 구역 상호간 반사 에너지를 주고받는다. ㉢상호간 주고받는 에너지량이 균형을 이룰 때까지 「㉡」를 반복한다. 라디오시티법은 간접광 조명을 계산할 수 있기 때문에 약한 광에 대해서도 계산이 가능하다. 그러나 한 군데 집적해서 계산을 하게되면 통상의 렌더링(화상 생성) 계산 보다 수배 내지 수십배의 시간이 걸리게 된다. 
"라디오존데, radiosonde",,"기온, 기압, 풍향, 습도, 오존 농도, 일사량, 공중 전기 및 방사능 등 기상 자료를 측정해서 그 결과를 지상의 관측소에 송신하는 기상 원조 업무용 자동 송신기. 이것은 관측 장치와 무선 송신기를 기구나 낙하산에 실어서 높은 고도까지 상승시키면서 도중의 관측 데이터를 405MHz대와 1,680MHz대의 전파로 지상에 송신하도록 한 것이다. 우리나라도 이 주파수대는 기상 원조 업무용에 할당하도록 전파법 및 관계 규정에 명시되어 있으며, 기상청 산하 포항 및 제주 고층 기상대에서는 매일 2회(09:00, 21:00) 규칙적으로 라디오존데를 띄워서 해당 지역의 고층 기상 관측을 실시하고 있다."
"라디오 채널 다중화, -多重化, radio multiplexing",,①무선 채널을 주파수 분할 또는 시분할에 의해 몇 가지의 음성 채널이나 신호 채널로 구분하는 것. ②2개 이상의 송신기(또는 수신기)를 동일한 안테나에 적당한 결합 회로망을 경유하여 접속하는 것.
"라만 광섬유 증폭기, -光纖維增幅器, Raman Fiber Amplifier, RFA",,"큰 세기의 펌핑광을 광섬유에 입사시켰을 때 발생되는 라만 산란현상이 섬유 자체의 진동모드와 결합하여 신호 증폭이 이루어지는 광증폭기.  광증폭 대역은 1,100~1,700nm의 광범위한 파장 대역으로서, 타 방식에 비해 송/수신기가 저렴한 1,310nm 대역이 가능하여 전체 시스템이 저렴해 진다는 것과 100km가 넘는 장거리 전송이 가능하다는 장점이 있다. 주로 초장거리(Ultra-long haul) 시스템과 무중계 시스템, 그리고 40Gbps급 이상의 초고속 망 등에 사용되며, 선로상에서 증폭되는 특징을 이용하여 다른 기술들과 혼합 구성되어 성능의 최적화를 이루는 복합형 광증폭 시스템이 많이 연구되고 있다."
"라만 레이저, Raman laser",,"물질에 강한 여기광(勵起光)을 쬐었을 때 라만 산란광이 증폭되며, 그 결과 스토크스 선(Stokes 線) 또는 반(反) 스토크스 선의 주파수에서 간섭성 광이 발생하는 장치. 이 현상은 유도 라만 산란으로 인해 생긴다. 자계 속에 놓은 반도체의 전도 전자의 란다우(Landau) 준위(準位)에서 회전(spin)의 반전을 이용한 것이 스핀-플립 라만 레이저(spin-flip Raman laser)이다."
"라만 산란, -散亂, Raman scattering",,"물질에 일정한 주파수의 빛을 조사한 경우, 분자 고유 진동이나 회전 에너지 또는 결정의 격자(格子) 진동 에너지만큼 달라진 주파수의 빛이 산란되는 현상. 빛이 어떤 매질을 통과할 때 빛의 일부가 진행방향에서 이탈 해 다른 방향으로 진행하는 현상을 산란(scattering)이라고 하며, 산란된 빛은 원래의 에너지를 그대로 가지고 있기도 하지만 원래 빛의 에너지보다 작거나 많은 에너지를 가진 경우도 있다. 산란된 빛 중 원래의 에너지를 그대로 유지하면서 산란되는 과정을 레일리 산란(Rayleigh scattering), 에너지를 잃거나 얻으면서 산란되는 과정을 라만 산란이라고 하며, 이 산란광은 불질의 고유 특성으로 분자의 분자 구조를 추론할 수 있다."
"라맥, Random Access Method Of Accounting And Control, RAMAC",,"임의적으로 발생한 데이터를 처리할 수 있는 디스크 기억 장치를 가지는 전자 계산 조직. 이 시스템의 특징은 데이터가 발생할 때마다 처리할 수 있고, 데이터를 일괄적으로 간추릴 필요가 없으며, 데이터를 마스터 레코드의 순서에 맞추어 분류하지 않아도 되며, 마스터 레코드의 내용을 항상 최신의 상태로 갱신할 수 있다는 점 등이다."
"라빈 암호 방식, -暗號方式, Rabin scheme",,"라빈(Rabin)이 1979년에 발명한 공용 키 암호 방식의 하나. 라빈 암호의 키 생성에서는 2개의 큰 소수(素數) p, q의 곱 n＝p·q를 계산한다. 비밀 키는 p, q로서 공용 키는 n이며 암호화/복호화의 단위가 공용 키 n으로 되어 있다. 암호화는 평문(平文)을 제곱해서 n으로 나눈 나머지를 계산한다. 복호화는 소수 p와 q의 기준으로서 제곱근을 계산, n의 기준으로 제곱근을 구한다. 복호화한 결과 4종류의 평문이 나오는 결점을 개량한 윌리엄스(Williams) 암호가 있다. 소인수 분해의 어려움에 안전성의 근거를 둔 것이다. 라빈 암호를 해독하는 어려움과 소인수 분해를 하는 어려움은 같다."
"라스 레이더, Radio Acoustic Sounding System, RASS radar",,음파의 전파 속도가 기온의 2분의 1승에 비례한다는 성질을 이용하여 음파와 전파를 조합하여 기온의 고도 분포를 측정하는 것.
"라스코.A, Lasco.A",,"신종 휴대폰 바이러스. 이 바이러스는 심비안 운용 체계(OS)를 채택하고 있는 휴대폰을 중심으로 발생하고 있는데, 무선과 첨부파일 2가지 형태로 유포되고 있다. 그동안 발견된 휴대폰 바이러스는 무선이나 첨부 파일 중 한 가지 형태로만 유포되었지만 라스코A는 심비안 운용 체계를 사용하는 휴대폰의 애플리케이션 파일에 첨부되어 유포된다. 휴대폰 사용자가 파일을 클릭해 단말기에 설치하면 곧바로 활성화되며 특히 블루투스 무선 기술을 사용하는 휴대폰에 바로 자신을 복제할 수 있다."
"라쏘, lasso",,사각형이나 원이 아닌 비정형 이미지를 마우스 드래그로 원하는 이미지를 선택하여 편집하는 이미지 도구. 올가미 툴이라고도 한다. 사용법은 마우스를 드래그한 채로 원하는 이미지를 선택하면 시작점과 끝나는 점은 자동으로 만나게 된다.
"라우터, router",,"네트워크 간의 연결점에서 패킷에 담긴 정보를 분석하여 적절한 통신 경로를 선택하고 전달해 주는 장치. 라우터는 단순히 제2 계층 네트워크를 연결해 주는 브리지 기능에 추가하여 제2 계층 프로토콜이 서로 다른 네트워크도 인식하고, 가장 효율적인 경로를 선택하며, 흐름을 제어하고, 네트워크 내부에 여러 보조 네트워크를 구성하는 등의 다양한 네트워크 관리 기능을 수행한다. "
"라우터 캐시, router cache",,라우터에 저장된 주소 및 전송 정보에 관한 데이터베이스.
"라우터 클러스터, router cluster",,"장애 복구, 서비스 백업, 부하 균형 및 속도 증강을 위해 이중 삼중으로 사용하는 일단의 라우터 집단. 예를 들면, 속도를 증강하기 위해 라우터를 결합해서 사용하는 것으로, T1, T3, E1, E3, 무선 등 3가지 라우터를 조합하면 속도, 신뢰성, 백업 기능을 향상시킬 수 있다."
"라우팅 등록, -登錄, routing registry",,BGP-4(border gateway protocol-version 4)로 데이터를 주고받을 때 각 제공자의 폴리시(이용상의 방침) 정보나 관리 정보를 보존해 두는 서버. 예외적으로 JPIX(Japan Internet Exchange:일본 KDD와 도쿄 인터넷이 공동 출자한 회사)는 폴리시의 검색을 목적으로 하지 않고 BGP-4로 주고받는 경로 정보가 정당한 것인가의 여부를 라우팅 등록의 관리 정보를 보면서 판단하는 데 사용한다.
"라우팅 테이블 프로토콜, Routing Table Protocol, RTP",,"통신망 경로 수에 따라서 정해지는 가상 통합 네트워크 서비스(VINES)의 경로 설정 프로토콜. 망 접속 형태에 관한 정보를 배포해서 인접 클라이언트, 서버 및 라우터를 찾는 VINES 서버를 돕는 일을 한다."
"라운드 함수, -函數, round function",,"함수 ￠(...)는 길이가 L₁이고 L₂인 두 이진 스트링을 길이가 L₂인 이진 스트링으로 변환한다. 이것이 해시 함수의 일부로서 반복해서 사용되면, 길이 L₁인 데이터 블록과 길이 L₂인 이전의 출력을 결합한다."
"라운딩, rounding",,"①위치 결정 기수법(記數法)에서 1개 이상의 숫자를 가장 아래의 위치에서부터 삭제 또는 생략하고 나머지 부분을 어떤 지정된 규칙에 따라 조정하는 것. 라운딩의 목적은 보통 수 표시의 정밀도를 한정하거나 수 표시에서 문자의 수를 감소시키거나, 2가지를 다 하는 것이다. 가장 보편적으로 사용되는 라운딩은 라운딩 다운(rounding down:잘라 버림), 라운딩 업(rounding up:자리 올림), 라운딩 오프(rounding off:반올림)이다. ②컴퓨터 프로그램에서 수에 대한 라운딩을 행하는 경우, 연산 결과 값이 정확하게 맞아떨어지지 않을 때 때로는 혼란이 일어난다. 예를 들면, 스프레드시트에서의 백분율이 라운딩 때문에 99%가 되거나 101%가 되는 경우도 있을 수 있다. ③생략(truncation)과 대조적인 용어."
"라운딩 오차, -誤差, rounding error",,"라운딩 다운(rounding down:잘라 버림), 라운딩 업(rounding up:자리 올림), 라운딩 오프(rounding off:반올림)로 인하여 생기는 오차."
"라이드 영화, -映畵, Ride Film",,"영화의 줄거리에 맞게 설정된 기구를 타고 즐기는 영화. 놀이동산에서 타는 놀이기구의 개념을 영화에 도입한 기법이다. 미국 국방성의 공군 모의 훈련을 위하여 처음 개발되었으며, 이후 영화에 도입되어 대대적인 흥행을 거두면서 전 세계 테마 파크를 중심으로 확산되고 있다. 우리나라의 63빌딩, 에버랜드 등에서 라이드 영화를 상영한다."
"라이브러리 객체, -客體, library object",,"호스트 시스템의 라이브러리에 기억되어 있는 프로그램이나 파일과 같은 자원으로, 그 이름으로 검색되고 참조될 수 있는 것."
"라이브러리 기술 파일, -記述-, library description file",,"IBM사의 AS/400 시스템에서 여러 개의 다른 문서 라이브러리(document library)와 연관되는 핵심어, 문서 등급 및 접속 부호를 수록하고 있는 파일."
"라이브러리 디렉터리, library directory",,"①라이브러리 내에 있는 각 멤버의 명칭이나 위치 등에 관한 정보를 포함하는 라이브러리 내의 영역. ②VSE(Virtual Storage Extended)에서, 시스템으로 하여금 접속된 라이브러리의 어떤 서브 라이브러리의 위치를 찾을 수 있게 하는 색인."
"라이브러리 멤버, library member",,"라이브러리 중에 있는 레코드나 명령문의 집합으로, 그 이름으로 기억되어 있고 그 이름으로 검색할 수 있는 것."
"라이브러리명, -名, library name",,어떤 원시 프로그램을 번역하기 위해 컴파일러가 사용하는 코볼 라이브러리를 명명하는 사용자 정의어(word).
"라이브러리 문자 집합, -文字集合, library character set",,"호스트 시스템의 시스템 라이브러리에 기억되어 있는 도형 문자 집합으로, 명칭이 부여되어 있어서 그 명칭을 지정하여 인쇄를 할 수 있는 것."
"라이브러리 웹, Library World Wide Web, libwww",,"브라우저, 서버, 로봇, 파서 등과 같은 웹의 모든 분야에 대한 공통 기능을 구현하여 만든 개발용 프로그램 라이브러리. W3C의 무료 배포용 프로그램으로, 브라우저나 서버와 같은 응용 프로그램을 만드는 데 사용된다."
"라이브러리 제어 구역, -制御區域, library control sector",,"라이브러리 디렉터리 내의 첫 번째 구역으로, 라이브러리 내의 사용된 공간과 사용 가능한 공간에 관한 기록을 포함하는 구역."
"라이브러리 텍스트, library text",,"코볼 라이브러리 중의 원문어, 주기행(註記行: comment line), 분리 기호 공백(separator space) 또는 분리 기호의 의사 원문 구분 기호(pseudotext delimiter) 등의 배열."
"라이브러리 함수, -函數, library function",,프로그래밍에서 함수 라이브러리 중에 있는 루틴이나 서브루틴 또는 매크로 명칭.
"라이브 뷰, live view",,디지털 일안 반사식 사진기(DSLR)에서 액정 표시 장치(LCD) 화면을 보며 사진을 찍을 수 있게 한 기능. 자동 초점 기능에 제한이 생겨 초점을 수동으로 맞추거나 시간이 오래 걸리는 단점도 있다.
"라이브 줌, Live Zoom",,동영상 재생 중 원하는 부분을 더 크게 혹은 더 작게 보는 기능. 동영상을 재생하는 도중에 원하는 부분을 줌 인(Zoom-in) 혹은 줌 아웃(Zoom-out) 할 수 있게 한다.
"라이서 카드, riser card",,ISA(Industry Standard Architecture)나 PCI(Peripheral Component Interconnect)등의 확장 슬롯을 가진 기판. 주기판 상의 슬롯에 장착해서 이용한다. 케이스를 소형화 할 수 있기 때문에 제조회사가 주기판 등을 포함해서 독자적으로 설계하는 탁상형 PC에 주로 사용된다.
"라이선스 프로그램, license program",,"적법한 절차에 의해 독점적, 배타적으로 사용할 수 있는 권리를 획득한 프로그램. 권리 소유주와의 정식인가 계약(라이선스 계약)을 맺고 일정 대가를 지불해야만 제작, 유통할 수 있다."
"라이코스, Lycos",,"월드 와이드 웹 검색 엔진의 하나. 전문 검색(full text search) 기능과 함께 부분별로 명료하게 구분, 정리된 방대한 웹 사이트 목록을 제공한다. 나아가 데이터베이스 안에서의 질의어의 노출 등으로 검색 순위를 결정하며, 등록하고자 하는 홈 페이지의 성격에 맞게 홈 페이지를 등록한다."
"라이트사이징, Rightsizing, RTZ",,"대형 컴퓨터에서부터 개인용 컴퓨터(PC)까지를 대상으로 각각의 사무실에 적합한 정보 시스템 환경을 구축하고자 하는 방안. 라이트사이징에는 다운사이징과 업사이징이 있는데, 다운사이징의 형태는 일반적으로 대형기로부터 소형기로 이행하는 것을 말하며, 업사이징은 원래 자립형으로 사용하고 있는 PC에 구내 정보 통신망(LAN)을 접속하거나 유닉스 기기 등의 워크스테이션 등을 추가하는 것을 말한다."
"라이트스크라이브, LightScribe",,레이저를 이용하여 CD나 DVD 등 광미디어의 라벨 표면에 입혀진 염료에 화학적 변화를 일으켜 원하는 이미지나 그림을 남기는 기술. 별도로 인쇄하거나 인쇄된 CD 라벨을 붙이는 대신 광 미디어의 인쇄할 면을 밑으로 하여 리코더의 레이저로 인쇄한다. HP사가 개발한 기술로 LightScribe가 가능한 광 미디어에만 적용된다.
"라이트웨어, liteware",,"완제품에서 몇 가지 기능을 제외한 제품으로 무상 배포되는 소프트웨어. 잠정 고객에게 견본품을 제공하여 판매를 유도하기 위한 것으로 공유웨어 형태를 지니고 있다. 예를 들면, 웹 페이지 테이블 및 양식 생성 기능의 라이트웨어를 고객들에게 사용해 보도록 함으로써 완제품의 주문을 유도하기 위한 것이다."
"라이파이, Light Fidelity, Li-Fi",,"발광 다이오드(LED)에서 나오는 빛의 파장을 이용하여 정보를 전달하는 가시광 통신(VLC: Visible Light Communication) 기술의 보조 방식. 라이파이(Li-Fi)는 조명이 있는 곳이면 어디서나 사용할 수 있으며 인체에 무해하고 짧은 도달 거리, 저비용, 고속 통신, 안정성, 보안성 등 다양한 장점을 갖고 있으며 허가 불필요 대역으로 주파수 사용 대가가 무료다. 그러나 장애물이 있거나 어두운 곳에서는 통신할 수 없는 것이 기술적인 걸림돌이다."
"라이프 로그 서비스, Life Log Service, LLS",,"개인의 일상생활을 디지털 미디어로 기록해 두는 서비스. 미니홈피, 블로그 등의 개인 홈 페이지가 활성화되면서 개인의 생활 경험 정보를 기록으로 남기려고 하는 욕구를 서비스화한 것이다."
"라이프 로그 시스템, Life Log System",,"개인의 일상생활을 기록하는 시스템. 센서, 카메라, 이어셋, 아이글러브 등으로부터 영상, 음성, 물체, 행동 정보 등을 받아 정보를 분류하여 서버에 전송, 저장한 후 필요 시 정보를 검색할 수 있다."
"라이프 캐싱, Life Caching",,"개인이 자신의 기록과 일상생활을 타인과 공유하기 위해 미니홈피나 블로그 등을 통해 공개하는 것. 2, 30대의 콘텐츠 세대가 스스로 만족하기 위해 디지털 매체와 기기들을 적극적으로 이용하고 남에게 인정받기 위해 강한 자기 표현 욕구를 갖고 있다는 데서 착안한 말이다. 양방향 방식의 자서전 대필 업체 바이오라이터나 우리나라의 시민 기자 형식을 도입한 인터넷 매체, 일반인의 사진을 대신 팔아 주는 영국의 스코프사가 대표적인 사례다."
"라이프 컨버전스, Life Convergence",,"개별 소비자에게 정보 기술(IT) 자원, 콘텐츠, 광고 등의 맞춤형 융합 서비스를 제공하는 것. 이와 달리 디지털 컨버전스는 결합 상품을 대량 판매하는 공급자 중심의 매스 마케팅 전략이다. 클라우드 컴퓨팅, 개인 맞춤형 미디어, 이용자 기반 광고 등이 있으며 소비자 중심 측면에서 디지털 컨버전스와 두드러진 차이를 보인다."
"라인달, Rijndael",,"미국 NIST가 차세대 암호화 표준(AES; Advanced Encryption Standard)으로 선정한 알고리듬. 이 알고리듬은 벨기에 두 암호학자(Vincent Rijmen과 Joan Daemen)가 공동 개발한 AES 후보 기술로, 3가지의 키 크기(128비트, 192비트, 256비트)를 지원하는 새로운 대칭 블록 암호이다. NIST는 보안성, 성능, 효율성, 구현 용이성, 유연성 등의 항목을 비교한 결과 「라인달」을 가장 우수한 기술로 평가하였으며, 특히 이것은 서로 다른 다양한 컴퓨터 환경에서도 우수한 성능을 보여주고 메모리를 적게 차지해 스마트 카드 등 메모리 용량이 적은 장치에서도 손쉽게 쓸 수 있다."
"라인 동기 부호, -同期符號, line synchronization code word",,G3 팩스의 2차원 부호화 방식에서 모든 부호화된 라인의 최후에 부가되는 동기 부호. 라인 동기 부활 라인 종단 부호(EOL)와 부가 비트(1비트)로 이루어진다. 부가 비트 ‘1’과 ‘0’은 각각 다음의 라인이 1차원 혹은 2차원으로 부호화되었다는 것을 나타낸다. 부가 비트 ‘0’을 부가한 라인 동기 부호는 페이지 최초의 라인 앞에 부가된다.
"라인 배율기, -倍率器, Line Doubler, LD",,순차(noninterlacing) 주사하는 방법에 의해서 주사선이 가로로 달리는 것을 없앨 수 있는 기능. NTSC TV 영상을 표시할 경우 화면이 대형화될수록 해상도는 떨어진다. 이는 NTSC 방식의 컬러 TV 신호의 주사선 수가 525라인으로 되어 있기 때문이다. NTSC 방식이 고안된 당시만 해도 20인치(50.8cm) 정도의 화면은 큰 편이었다. 그 후 점차 대형화가 실현되었는데 NTSC 방식의 영상을 100인치(254cm) 이상의 초대형 화면으로 보면 주사선이 가로로 달리고 있는 것같이 보인다. NTSC 방식은 격행 주사(隔行走査)를 행하고 있으므로 먼저 주사선 한 라인 건너서 262.5라인을 영상의 아래까지 1/60초로 주사하기 때문에 대형 화면일수록 해상도가 떨어지는 것이 확연히 보인다. 이러한 현상을 다소나마 개선하기 위한 방법이 라인 배율기(LD)이다. LD의 실현 방법은 여러 가지가 있는데 예를 들어 1개 화면분(주사선 525라인분)의 화상을 기억해 두고 그 데이터를 사용해서 비월 주사하지 않고 위에서 차례로 525라인분을 1/60초로 주사한다.
"라인 스위치, line switch",,"가입자가 발신한 경우에 비어 있는 1차 선택기를 선택 포착하는 장치. 이 스위치는 무정위형(無定位型) 3레벨의 회전형 스위치로, 가입자 회선마다 하나씩 설치되어 가입자의 발호 검출, 빈 출선(1차 선택기) 선택 등의 기능이 있다."
"라인 종단 부호, -終端符號, End Of Line, EOL",,"ITU-T 권고 T.4에 규정된 부호. G3 팩스에서 하나의 주사선의 종료를 나타내며, 그 형식은 ‘000000000001’이다. 라인 종단 부호(EOL)는 1페이지의 화상 데이터의 최초 주사선 앞에도 부가된다. 1차원 부호화 방식의 경우는 EOL이 그대로 사용되나, 2차원 부호화 방식의 경우는 똑같은 기능을 갖고, 또 다음 라인의 부호화 방식도 표시하는 것으로서 라인 동기 부호라고 한다. EOL+‘1’:다음의 라인이 1차원 부호화, EOL+‘0’:다음의 라인이 2차원 부호화가 사용된다."
"라즈베리파이, Raspberry Pi",,"영국의 라즈베리파이 재단이 학교에서 기초 컴퓨터 과학 교육을 증진시키기 위해 만든 싱글 보드 컴퓨터. 손바닥만한 크기로 키보드와 모니터를 연결해 사용한다. 2012년 2개의 라즈베리파이 모델이 출시되었는데, 모델 A는 25 달러로 이더넷 포트가 없으며, 모델 B는 35 달러로 2개의 유에스비(USB)와 이더넷 포트가 있다. 이 두 모델은 비교적 저렴하고 그래픽 성능이 뛰어난 장점이 있다. 모델 B의 하드웨어 품목은 512 메가바이트(MB) 메모리, 2개의 유에스비(USB) 포트, 음성·영상 입출력 단자, 에스디(SD: secure digital) 카드 슬롯, 10/100 메가바이트(MB) 이더넷 포트로 구성되며, 크기는 85.60×53.98 밀리미터(mm), 무게는 45 그램(g)이다. ※ 누리집 : www.raspberrypi.org"
"라텍, LaTeX",,"텍(TeX)의 매크로로 만들어진 초보자용 문서 편집 시스템. 출력이 일단 TeX로 변환된다. ‘논문’, ‘편지’, ‘보고서’ 등으로 지정해 두면 표준 형식의 문서를 작성할 수 있으므로 편리하다. 레이텍이라고도 한다."
"라토나 칩, latona chip",,시스템 온 칩(SoC) 하드웨어를 이용한 표준 소켓 입출력 처리 방식인 네트워크 프로토콜 가속 엔진. 기존의 서버는 대용량 데이터 전송이나 동시에 많은 사용자가 서버에 집중되는 경우 서버의 네트워크 처리 요구가 급증하여 다운되는 현상이 발생한다. 라토나 칩은 칩에서 네트워크 부하를 직접 처리하므로 이와 같은 현상을 개선할 수 있다. 부하의 자체 처리 능력으로 인해 서버의 추가 증설도 필요 없을 뿐만 아니라 세션의 연결 수를 최대 1만 개까지 지원하므로 네트워크 병목 현상을 효과적으로 제거하여 서비스 제공 능력을 크게 향상시킬 수 있다.
"라팩, Linear Algebra Package, LAPACK",,"포트란77로 작성된 고속 행렬 루틴의 선형 대수학 라이브러리. 행렬 곱셈뿐만 아니라 한 행렬의 곱셈 역 행렬 계산, find 함수로 고유값 계산과 특이값 분해 계산, 최소 제곱 문제(least squares problem)도 해결한다. 과학, 비즈니스, 공학에서 사용되는 행렬 문제들과 연관된 대부분의 수학적 계산을 수행할 수 있다."
"라포처 그룹, Rapporteur Group, RG",,정보 기술 관련 국제 표준화를 관장하는 ISO/IEC 같은 국제 표준화 기구에 설치된 특별 위원회 성격의 조직. 특정 표준화 이슈와 분야에 관하여 자문 역할을 한다. 각 국가의 표준화 관련 기구(NB)가 참여하여 활동하고 있다. ISO/IEC JTC 1에는 2개의 RG가 있다.
"락피시, Rock Phish",,"정체불명의 피싱 사기 집단. 극소수 정예 테크놀로지 범죄 집단으로 공격성이 탁월하여 피싱 대책을 마련하는 측에서 감지, 차단하는 데에 어려움이 있다. 락피쉬의 존재가 처음으로 밝혀진 것은 2004년 말로 그들이 작성한 피싱사이트에 ‘rock’이라는 특징적인 명칭의 서브 디렉토리가 포함되어 있었던 것으로부터 유래되었다."
