word,synonym,description
"타이밍 신호, -信號, timing signal",,프레임 배열 동작의 타이밍을 제어하기위하여 사용하는 주기적 신호. →타이밍 펄스.
"타이밍파, -波, timing wave",,"오실로그래프 등에서 여러 가지 현상을 기록하는 경우, 시간도 측정할 수 있도록 동시에 기록하는 파형."
"타이밍 펄스, timing pulse",,"디지털 전송에서 수신한 펄스열을 올바르게 식별, 재생하기 위한 표본화 펄스. 타이밍 방식에는 정보 부호열로부터 타이밍 신호를 추출하는 자기 타이밍(self-timing) 방식과 정보 부호열과는 별도로 타이밍 신호를 전송하는 외부 타이밍(external timing) 방식이 있다."
"타이밍 회복, -回復, timing recovery, time extraction",,수신 신호로부터 타이밍 신호를 추출하는 것. 타이밍 추출이라고도 한다.
"타이젠, Tizen",,"타이젠 연합(Tizen Association)에서 리눅스(Linux)로 개발한 모바일 운영 체계(OS). 구글 안드로이드(Android) 모바일 운영 체계와 마찬가지로 오픈 플랫폼을 지향한다. 타이젠 연합은 삼성전자, NEC, 카시오, 파나소닉 등 제조사와 SK텔레콤, NTT 도코모, 보다폰, 텔레포니카 등 통신사가 이사회 멤버로 참여한다. 타이젠은 안드로이드가 특허 전쟁에 휘말려 있는 등 불안정하고 언제든 유료화 가능성이 열려 있어 대안 OS가 필요하다는 판단 아래 만들어졌다.&nbsp;2012년 4월 타이젠 1.0이 처음 배포되었다."
"타이틀, title",,"컴퓨터 소프트웨어 분야에서 특정한 연출 의도에 따라 화상이나 영상, 음성 등 멀티미디어 데이터가 하이퍼링크로 연결되어 이야기의 줄거리를 갖는 소프트웨어. 기술의 진보에 따라 컴퓨터가 문자뿐만 아니라 영상이나 음성 등 멀티미디어 데이터를 취급할 수 있게 됨으로써, 단순한 계산 처리의 도구일 뿐 아니라 다양한 정보를 제공하는 수단, 즉 매체(media)로 발전되었다. 따라서 컴퓨터에서 이용되는 소프트웨어도 문서 처리(WP)나 표 계산(spreadsheet), 데이터베이스 등 업무용 응용 소프트웨어와 구별하여 작품성 있는 소프트웨어를 타이틀이라고 부르게 되었다. 그러나 소프트웨어와 타이틀의 구분이 명확한 것은 아니어서 게임 소프트웨어를 게임 타이틀이라고 하거나 반대로 게임 타이틀을 게임 소프트웨어라고 하기도 한다. 응용 소프트웨어 제작자를 소프트웨어 하우스라고 하고, 타이틀 제작자를 프로덕션(production)이라고 구분하기도 한다."
"타이포그래피, Typography",,"편집 디자인 분야에서 활자 서체나 글자 배치 따위를 구성하고 표현하는 '시각 디자인' 전체. 전통적으로 활판 인쇄술 활자의 서체 배열을 의미하나 활자 그 자체의 미적 가치보다 서체 선택, 포인트 사이즈, 선 길이, 선 간격, 문장 사이의 간격 맞춤과 단어 사이의 간격 맞춤이 중요하다. 문자 배열, 문자 디자인과 문자의 상형화와 같은 구성주의적 창작에 의한 기능적인 표현을 수행하는 시각 디자인으로 정착되었다."
"타이포스쿼팅, typosquatting",,"네티즌들이 사이트에 접속할 때 주소를 잘못 입력하거나 철자를 빠뜨리는 실수를 이용하기 위해 이와 유사한 유명 도메인을 미리 등록하는 일. URL 하이재킹(hijacking)이라고도 한다. 유명 사이트들의 도메인을 입력할 때 발생할 수 있는 온갖 도메인 이름을 미리 선점해 놓고 이용자가 모르는 사이에 광고 사이트로 이동하게 만든다. 예를 들면, 야후(yyahoo.com), AOL(wwwaol.com), MSN(www-msn.com), 넷스케이프(Netcsape.com) 등과 같이 미리 등록해 놓고 여기에 광고 배너를 가득 채운 뒤 클릭을 하게 만드는 수법이다."
"타이폰, Telecommunication And Internet Protocol Harmonization Over Network, TIPHON",,"유럽 전기 통신 표준 협회(ETSI) 산하기구의 하나. PSTN/ISDN/GSM 전화 서비스를 인터넷 상의 음성 통신 서비스로 발전시키기 위한 ETSI 산하 기구로 유럽 내의 인터넷 서비스를 위한 상호운용, 경제성 분석, 요금 및 규제 등을 주요 쟁점 사항으로 취급하고 있다. 유럽내 대부분의 통신 장비 제조업체 및 통신 사업자가 참여해서 표준화 작업을 수행하고 있으며, 현재 7개 작업반이 운용되고 있다. →인터넷 전화"
"타이프매틱 키스트로크, typematic keystroke",,"컴퓨터 키보드에서 1개의 키를 한 번 누르고 일정한 짧은 시간 이상 그 상태로 있으면 키스트로크를 반복하는 키보드 특성. 마이크로컴퓨터는 키의 누름(key press)과 키 복구(key release)의 2가지를 인식한다. IBM PC나 애플 매킨토시 등은 키가 눌린 후에 잠시 기다리도록 설계되어 있다. 키가 더 이상 눌린 상태에 있지 않다는 것을 알려 주는 키 업 신호(key up signal)를 받지 않으면, 그 키가 복구될 때까지 키스트로크를 반복한다. 최초의 키스트로크 반복이 일어날 때까지의 시간 길이와 키스트로크 반복 간의 시간 간격은 IBM PC와 호환기에서는 모드 커맨드(mode command)를 사용해서 제어할 수 있고, 매킨토시에서는 제어판을 통해서 제어할 수 있다. 타이프매틱 키스트로크를 키보드 반복(keyboard repeat) 또는 자동 반복(auto-repeat)이라고도 한다."
"타임라인, timeline",,"비디오 클립이나 오디오 클립을 순서대로 배치하는 편집 프로그램 작업 공간. 타임라인은 레이어와 프레임으로 구성되어 있는데, 레이어의 결합을 통해 화면의 이미지나 오디오를 배치함으로써 움직이는 애니메이션이나 음악을 만드는 기능이다. 기본적으로 객체의 위치, 크기, 영상 속성 등을 조절하여 프레임을 연속적으로 보여 줄 수 있도록 하는 기능으로, 관련 구성 요소들끼리 서로 다른 레이어상에 등록하고 작업하면 구성 요소의 편집, 관리를 효과적으로 할 수 있다."
"타임스탬프, Time Stamp",,어느 시점에 데이터가 존재했다는 사실과 그 시간 이후 내용이 변경되지 않았음을 증명하기 위하여 특정 위치에 표시하는 시각. 공통적으로 참고하는 시각에 대해 시간의 기점을 표시하는 시간 변위 매개 변수이다.
"타임스탬프 발급기관, -發給機關, Time Stamping Authority, TSA",,시간 정보가 포함된 시점 확인(타임스탬프) 토큰을 생성하여 발급해 주는 제3의 신뢰 기관(TTP: Trusted Third Party). 시점 확인을 요청한 전자 문서에 대하여 당해 전자 문서가 인증 기관에 제시된 특정 시점을 확인하여 알려준다. 전자 문서가 특정 시점에 존재하였음을 객관적으로 증명해 준다.
"타임 스탬프 서비스, Time Stamp Service, TSS",,"특정 시점에 해당 데이터가 존재하였음을 제3 신뢰기관(TTP)이 제공해주는 서비스. 데이터가 특정 시점에 존재하였음을 객관적으로 증명하기 위해서, 해당 데이터와 시점 확인 기관(TSA: time stamping authority)이 제공하는 시간 값을 결합시킨 것으로, 데이터 전송 시 해당 데이터가 노출되지 않게 원시 데이터의 해시값을 사용함으로써 데이터의 무결성과 기밀성을 확보하게 된다."
"타임스탬프 토큰, Time-Stamp Token, TST",,시간 정보가 포함된 시점 확인 토큰. 데이터 항목의 표현과 시간 값 사이에 검증 가능한 암호학적 바인딩을 포함하는 데이터 구조이다.
"타임 스탬프 프로토콜, Time stamp protocol, TSP",,"공개키 기반구조에서 시점 확인 기관(TSA: time stamping authority)의 역할 및 서비스 요구사항을 정의한 프로토콜. RFC 3161에 정의되어 있으며, 타임 스탬프의 요구 및 응답의 형식과 전송 프로토콜을 기술하고 있다."
"타임 슬라이스, Time Slice",,정지된 동작을 마치 동영상 카메라로 찍은 듯이 보이게 하는 영상 기법. 수십 대 가량의 스틸 카메라를 동일 간격으로 피사체 주변에 원형이나 일직선으로 배치하여 동시에 피사체를 촬영한 뒤 나중에 이를 연결하여 편집한다. 스틸 카메라로 동영상을 찍는 기법이지만 피사체는 정지한 채 움직이지 않는다. 이 기법을 사용하려면 보통 피사체 주위에 설치되는 스틸 카메라가 수십 대 필요하고 아울러 카메라 셔터를 동시에 작동시킬 수 있는 케이블과 모터가 필요하다. 또한 촬영한 사진을 연결하여 정확한 움직임을 만들기 위해서는 디지털 편집을 해야 한다.
"타임 시프팅, Time Shifting",,"원하는 시간에 프로그램을 다시 불러올 수 있는 기능. 저장 장치에 실시간으로 프로그램을 녹화해 두어, 시청자가 원할 때 볼 수 있게 한 기능이다. 예를 들어, 축구 경기를 시청하다가 잠시 화장실에 다녀온 사이 골이 들어갔을 경우 그 장면부터 되돌려 볼 수 있다."
"타임 워너, Time Warner, TW",,"미국의 복수 CATV 시스템 운영 회사(MSO:multiple system operator)의 하나. 미국 전역에 많은 CATV 시스템을 운영하고 있으며, 광케이블이나 통신 위성을 이용해서 CATV 방송 프로그램이나 유료 영화 프로그램 등을 CATV 시스템에 분배하는 사업을 한다. 1996년 9월에는 케이블 방송망을 이용한 초고속 인터넷 접속 서비스를 로드 러너 온라인 서비스(Road Runner Online Service)라는 이름으로 개시하였다."
"타입스크립트, TypeScript",,"웹 클라이언트와 서버 프로그램 개발에 모두 사용되는 오픈 소스 프로그래밍 언어.  마이크로소프트(Microsoft)에서 개발하였다. 자바스크립트(JavaScript)의 상위 언어로, 앵귤러제이에스(AngularJS), 리액트제이에스(ReactJS), 노드닷제이에스(Node.js) 등의 자바스크립트 기반 프로그램은 타입스크립트 프로그램으로도 동작한다. 타입스크립트는 터보 파스칼(Turbo Pascal)과 델파이(Delphi), 시샵(C#)의 핵심 개발자인 마이크로소프트(Microsoft)의 아네르스 하일스베르(Anders Hejlsberg)의 주도하에 개발된 언어이다. 2014년 개발자 컨퍼런스인 마이크로소프트 빌드(Microsoft Build)에서 타입스크립트의 1.0 버전이 공개되었다. 그 사이의 많은 마이너 업데이트와 변수들에 선택적으로 널(null) 값이 들어가는 것을 막을 수 있는 기능 등 몇몇 새로운 기능이 추가된 2.0 버전이 2016년 9월 22일 공개되었다. 2018년 릴리즈된 타입스크립트 3.0은 튜플 타입의 기능 확장, 미지정(unknown) 타입 추가, 프로젝트 참조 기능 등이 지원된다. 2017년 구글(Google)의 공식 개발 언어로 채택되어, 구글의 클라이언트 개발 환경에서 무제한 사용할 수 있다. 웹 애플리케이션 개발 프레임워크인 앵귤러제이에스(AngularJS) 개발에 타입스크립트 언어가 사용되었다."
"타조, Tajo",,"오픈 소스 기반 분산 컴퓨팅 플랫폼인 아파치(Apache) 하둡(Hadoop) 기반의 분산 데이터 웨어하우스 프로젝트. 한국이 주도하여 개발하고 있으며, 하둡(Hadoop)의 빅데이터를 분석할 때 맵리듀스(MapReduce)를 사용하지 않고 구조화 질의 언어(SQL)를 사용하여 하둡 분산 파일 시스템(HDFS: Hadoop Distributed File System) 파일을 바로 읽어 내는 기술이다. 대규모 데이터 처리와 실시간 상호 분석에 모두 사용될 수 있다.  http://tajo.apache.org"
"타합선 업무, 打合線業務, order wire service",,통화 회선 이외에 통화 취급상의 타합을 위하여 구성된 회선인 타합선(또는 타합 회선)을 이용하는 업무. 인텔샛 시스템에서는 인텔샛 통신 센터(INTELSAT Communication Center)와 각 지구국 간에 위성 시스템에 관한 정보를 교환하는 데 이용한다.
"타합용 분기 장치, 打合用分岐裝置, order wire branch equipment, announce call order line equipment",,"단국 및 분기국 상호 간의 타합용 전화 회선을 구성하기 위해 사용되는 분기 장치. 중간국용과 단국용이 있다. 4선식 타합 전화선을 4선식 그대로 분기하기 위한 타합 장치로서 타합용 증폭기, 분기용 증폭기, 확성기용 증폭기, 잭 패널 등으로 구성된다."
"탁상, 卓上, desktop",동의어 : 데스크톱,"① 사용자가 쉽고 친근하게 느끼도록 응용 프로그램이나 데이터 등을 탁상의 서류나 도구와 같은 아이콘이나 메뉴를 사용하여 구성한 화면 작업 영역. 컴퓨터의 소리, 아이콘, 지시자, 배경 화면, 화면 보호기를 사용자의 취향에 맞게 설계된 그래픽 사용자 인터페이스(GUI)의 일종인 데스크톱 테마(desktop theme)를 사용하여 화면을 구성할 수 있다. 예를 들어 낚시에 취미가 있는 경우 컴퓨터 배경 화면의 호수 그림, 낚시 미끼 모양의 아이콘, 보트와 물과 낚시 릴과 관련한 사운드, 고기 모양의 지시자 등으로 화면을 구성할 수 있다. ② 탁상에 올려놓을 수 있는 구조나 탁상에서 처리할 수 있는 것을 나타낼 때 쓰는 용어. 탁상 컴퓨터, 탁상 출판 등이 있다."
"탁상 검사, 卓上檢査, desk check",,프로그램을 컴퓨터에 실행시키기 전에 프로그램 논리의 잘못을 발견하기 위해 표본 자료로 프로그램을 따라가며 손으로 검사하는 과정.
"탁상 관리, 卓上管理, desktop management",,구내 정보 통신망(LAN) 등 컴퓨터 통신망상의 모든 탁상 컴퓨터(PC나 워크스테이션)의 구성과 상태를 중앙 컴퓨터에서 일괄적으로 관리하는 것.
"탁상 비디오, 卓上-, desktop video",,"영상을 캡처링(capturing)하여 디지털 데이터로 변환, 이것을 개인용 컴퓨터(PC)의 화면상에서 편집하거나 화상 처리를 하는 것. 영상 제작 시스템 디지털화의 진전에 따라 비디오 보드(또는 어댑터)를 내장한 컴퓨터상에서 비디오 영상의 편집이나 3차원 애니메이션, 음성 가공을 하는 PC 기반의 소규모 탁상 비디오(DTV) 시스템이 등장하였다. 스튜디오 등의 업무용 비디오 편집 기기에 비해 기능이 한정되어 영상의 질도 아직은 다양하지 않은 반면에 종래의 업무용 편집 기기에 비해 가격이 저렴하고 편집 작업이 쉬운 장점을 가지고 있다. 편집 방식에는 영상이나 음성을 비디오 테이프에 기록하고 직선적으로 머리에서부터 편집해 나가는 선형 편집(linear editing)과 영상과 음성을 하드 디스크 등에 기록하고 무작위 접근 방식으로 편집하는 비선형 편집(non-linear editing) 방식이 있는데 최근에는 비선형 편집이 DTV의 주류가 되었다. DTV 시스템은 애플 컴퓨터 회사의 퀵타임(QuikTime)이나 마이크로소프트사의 윈도즈용 비디오(video for windows) 등 저가격 시스템과 고품질의 영상을 비디오 테이프에 출력하기 위한 고가격 시스템으로 분류된다."
"탁상 출판, 卓上出版, Desktop Publishing, DTP",동의어 : 데스크톱 출판,"컴퓨터를 이용하여 보고서, 소책자, 서적 등의 인쇄물을 만들어 내는 것. 개인용 컴퓨터(PC)나 워크스테이션을 이용하여 출판을 위한 원고를 작성하고 편집하여 그것을 레이저 프린터 등에 출력하여 인쇄한다. 탁상 출판(데스크톱 출판)은 인쇄될 문자나 그림의 모양을 화면상에서 볼 수 있게 하는 위지위그(WYSIWYG)를 실현한 매킨토시 컴퓨터와 레이저 프린터가 등장하면서 컴퓨터의 중요한 응용 분야의 하나로 자리잡게 되었다. 탁상 출판은 다양한 종류의 소프트웨어와 기기를 사용하여 몇 단계 과정으로 이루어진다. 문장이나 그림, 사진 등의 소재를 문서 처리기, 묘화 프로그램, 페인트 프로그램과 같은 소프트웨어와 스캐너 같은 사진 입력 장치를 사용하여 작성하는 것이 첫 단계이다. 다음 단계는 흔히 탁상 출판 소프트웨어라고 부르는 일종의 페이지 구성 프로그램을 사용하여 컴퓨터 화면상에서 페이지 전체의 모양을 보면서 소재들을 적당히 배치하고 각 소재의 내용을 수정하거나 다듬어 인쇄용 원고를 완성한다. 마지막 단계는 인쇄 과정으로 완성된 인쇄용 원고를 레이저 프린터에 출력하거나 이미지세터(imagesetter)에 출력함으로써 소량의 인쇄 또는 보통 품질의 인쇄로부터 고품위의 서적 인쇄까지 할 수 있다."
"탁상 출판 소프트웨어, 卓上出版-, desktop publishing software, DTP software",동의어 : 데스크톱 출판 소프트웨어,"페이지 구성 프로그램(page makeup program)의 일종으로, 탁상 출판(데스크톱 출판)을 위한 문장이나 그림, 사진 등의 소재를 컴퓨터 화면상에서 실제로 인쇄될 페이지 전체의 모양을 보면서 적당히 배치(layout)하고 편집할 수 있게 하는 소프트웨어. 주 기능은 소재들을 통합적으로 다루어 페이지상에 배치하는 것이지만, 문장의 내용을 수정하고 체제를 바꾸거나 도형을 다듬거나 손질할 수 있는 문서 편집 기능과 도형 처리 기능을 제공하는 경우가 많다. 개인용 컴퓨터(PC)용의 탁상 출판 소프트웨어 중 유명한 것으로는 미국 앨더스(Aldus)사의 페이지메이커(PageMaker), 미국 쿼크(Quark)사의 쿼크엑스프레스(QuarkXPress), 캐나다 코렐(Corel)사의 코렐 벤츄라(Corel Ventura) 등이 있다."
"탁상 프레젠테이션, 卓上-, Desktop Presentation, DTPR",,"컴퓨터를 이용하여 문장이나 정지화, 동화 또는 음성 형태의 프레젠테이션용 자료를 탁상에서 손쉽게 작성하는 것. 작성된 자료를 사용하여 실제로 사람들 앞에서 프레젠테이션을 하는 것을 이 용어의 개념에 포함시키는 경우도 있다. 흔히 DTPR라는 약어로 부른다. DTPR는 슬라이드, 오버헤드 프로젝터(OHP), 비디오테이프 녹화기(VTR) 등 물리적 매체를 사용하는 프레젠테이션의 결점을 보완하는 기술로서 미국에서 처음 등장하였다. 또한 슬라이드나 OHP와 같이 프레젠테이션에 적합한 멀티미디어 소프트웨어의 저작 도구(AT)가 개발되고 고기능의 노트북 컴퓨터가 개발됨에 따라 급속하게 보급되고 있다. 프레젠테이션용 소프트웨어 AT로는 윈도나 매킨토시상에서 가동하는 마이크로소프트사의 파워포인트나 미국 앨더스사의 앨더스 퍼스웨이전(Aldus Persuasion) 등이 널리 사용되고 있다. 컬러 화상을 표시할 수 있는 노트북 컴퓨터와 영상 프로젝터 등을 조합하여 200인치(508cm)의 스크린에 컴퓨터 화면을 투사하여 하는 프레젠테이션이나 회의가 증가하고 있다. 또 대형 컬러 액정 표시 장치(LCD)를 갖춘 노트북 컴퓨터의 보급에 따라 개별적인 상품 설명이나 상담을 하는 DTPR도 증가하고 있다."
"탁상 회의 시스템, 卓上會議-, Desktop Conference System, DCS",,"떨어진 장소에 있는 복수의 개인용 컴퓨터(PC)와 종합 정보 통신망(ISDN)이나 구내 정보 통신망(LAN) 등을 사용해서 접속한 후 동화, 음성, 애플리케이션 및 백판(white board) 등의 데이터를 실시간으로 주고받는 회의 시스템. 일반적으로 PC에 TV 카메라나 마이크를 부가해서 이용한다. 비디오 회의 기능은 ITU-T 권고 H.32 X로, 데이터 회의 기능은 ITU-T 권고 T.120으로 표준화되어 있다. 미국 Picturetel사의 ‘LiveLAN/Live 200’, 인텔사의 ‘ProShare’, 마이크로소프트사의 ‘NetMeeting’ 등의 제품이 유명하다."
"탄도 이득, 彈道利得, ballistic gain",,손의 움직임에 따라 커서가 움직이는 트랙볼이나 마우스의 특성. 트랙볼이나 마우스의 볼이 빨리 움직이면 커서도 빨리 움직인다.
"탄성 음향파, 彈性音響波, elastic acoustic wave",,"탄성파로 전파되는 음향파. 매질을 형성하는 입자들의 기계적 진동의 결과로서 고체, 액체 또는 기체 등의 매질을 통하여 전파(傳播)되는 파동을 음향파라고 한다. 음향파는 결정질(結晶質)의 고체 내에서는 결정점(結晶點)의 평균 위치 근처에서의 전위(轉位)의 결과로서 전파되는데, 결정점 간에 작용하는 원자 상호 간의 힘에 의하여 전파의 방향과 거리 등 전파 모드가 제한을 받기 때문에 파동은 결정 격자(結晶格子)를 통하여 하나의 탄성파로서 전파된다. 파동의 각주파수(角周波數) ω와 파동의 벡터(vector) K는 다음의 식과 같은 관계를 갖는다. mω2＝2∑p&gt;0Cp(1-cos pKa) 여기에서 m은 원자의 질량이고, Cp는 p로 분리된 원자면(plane of atoms) 간의 힘의 상수, p는 하나의 정수(整數)이며, a는 원자면 간의 간격이다. 물리적으로 실현 가능한 파동의 전파 거리는 다음과 같다.π＞Ka＞-π결정 격자의 이러한 전파 거리의 한계에서는 진행파는 생성되지 못하고 정재파가 형성된다. 탄성체의 기판 전체에 전파되는 음향파를 벌크 탄성파(BAW)라고 하고, 기판의 표면에 따라 전파되는 탄성파를 표면 탄성파(SAW)라고 한다."
"탄성 음향파 소자, 彈性音響波素子, elastic acoustic wave device",,"결정질(結晶質)의 고체 내에서 탄성파로 전파되는 음향파는 결정에 기계적 충격을 가하거나 압전 효과의 결과로 생성될 수 있는데, 이러한 특성을 이용하여 초소형 기판(substrate) 위에 탄성파를 전파시켜 광범위한 기능을 수행하는 소자로 신호 처리 시스템에서 사용되는 것. 탄성파 소자 또는 음향파 소자라고도 한다. 1960년대부터 미국을 중심으로 탄성 음향파를 전자 장치에 응용하는 연구가 진행되어 왔으며, 최근에는 대규모 집적 회로(LSI) 기술을 응용하여 다양한 능동 및 수동 신호 처리 소자를 단일의 반도체 칩에 형성하여 만든 지연선, 감쇠기, 이상기(移相器), 필터, 증폭기, 발진기, 혼합기, 진폭 제한기 등 각종 제품이 생산되고 있다. 탄성 음향파 소자에는 탄성체 기판의 벌크(전체)에 전파되는 벌크 탄성파(BAW)와 기판의 표면에 따라 전파되는 표면 탄성파(SAW)를 이용하는 것이 있다."
"탄소 나노튜브, 炭素-, Carbon NanoTube, CNT",,"1개의 탄소 원자가 3개의 다른 탄소 원자와 결합한 육각형 벌집 모양의 속이 비어있는 튜브형 구조로서 지름이 수 나노미터(1nm = 10억분의 1m, 머리카락의 10만분의 1의 굵기)의 탄소원자로만 이루어진 소재. 열전도율이 다이아몬드(구리의 5배)만큼 우수하고, 전기전도는 구리에 비해 월등히 높으며, 강도는 같은 굵기의 강철보다 100배나 뛰어나는 등 우수한 특성을 나타낸다. 말려진 형태에 따라서 단일벽(single-walled) 탄소 나노튜브, 다중벽(multi-walled) 탄소 나노튜브, 다발형(rope) 탄소 나노튜브로 구분되기도 한다. 1960년대 물리학자인 베이컨(R. Bacon)이 최초로 관찰하였고, 1992년 일본 NEC의 이지마 스미오(飯島澄男) 박사가 최초로 합성하였다. ※ 2014년 탄소 나노튜브의 구조가 기존에 알려진 원통 구조가 아니라 그래핀 리본이 나선형으로 휘감아진 구조로 밝혀졌다(출처: 한국과학기술연구원)."
"탄소 나노튜브 백라이트 유닛, 炭素-, Carbon NanoTube BackLight Unit, CNT BLU",,"백라이트 유닛으로 탄소 나노튜브 전계 방출 램프(CNT FEL)를 채택한 LCD 디스플레이. 탄소 나노튜브에 인가된 전기장에 따라 전자가 방출되고 방출된 전자가 고전압으로 가속되어 형광체를 때려서 발광하는 원리로 작동되며, 면광원으로서 정밀한 로컬 디밍, 고속 순간 발광에 의한 잔상 제거 같은 장점으로 고화질 TV용 디스플레이에 활용된다. "
"탄소 나노튜브 전계 방출 램프, 炭素-電界放出-, Carbon NanoTube Field Emission Lamp, CNT FEL",,음극(cathode) 기판에 형성된 탄소 나노튜브(CNT) 전계 에미터에 전기장을 인가하여 방출된 전자를 고전압으로 가속하여 양극(anode) 기판의 형광체에 충돌시켜 발광하는 음극선 발광형 면광원. 탄소 나노튜브 백 라이트 유닛(CNT BLU)으로 사용된다.
"탄소 나노튜브 전계 방출 어레이, 炭素-電界放出-, Carbon NanoTube Field Emission Array, CNT FEA",,"전계 방출 평판 표시 소자의 전자 방출원으로 적용하기 위해 탄소 나노튜브(CNT)를 다수 조합하여 구성한 평면 어레이. 광원의 밝기와 색재현성, 크기, 소비 전력 효율면에서 기존 방식에 비해 우월하여, 전계 방출 디스플레이(FED: Field Emission Display)나 평판형 냉음극 램프(flat cold cathode lamp), 형광 표시관(VFD: Vacuum Fluorescent Display), 기타 차세대 조명 등에 활용될 수 있다."
"탄소 발자국, 炭素-, Carbon Footprint",,"생산에서 소비, 폐기에 이르기까지 제품의 전 과정에서 직간접적으로 발생하는 온실 가스 배출량. 저탄소형 제품 개발을 촉진하고 소비를 유도하기 위해 도입되었다."
"탄소 배출 관리 시스템, 炭素排出管理-, Carbon Emission Management System",,탄소 배출량을 측정하고 이에 대한 저감 계획을 세울 수 있도록 지원하는 정보 시스템.
"탄소 배출권 거래 제도, 炭素排出權去來制度, Emission Trading System, ETS",,"기업이 부여받은 온실가스 감축 목표 대비 초과 달성분 또는 부족분을 거래할 수 있는 제도. 각 나라별로 온실가스인 이산화탄소를 배출하는 것을 감축할 의무와 연간 배출하는 허용량을 정한 뒤, 자체 감축 또는 감축이 불가능할 경우 배출권을 사들여 목표를 달성하도록 허용한 제도이다."
