"DB-37 접속기, -接續器, DB-37 connector",,37개의 핀이 붙어 있는 DB 접속기. DB는 데이터 버스(data bus)를 의미하고 숫자는 핀의 수를 나타낸다. DB-37 접속기는 RS-499의 접속에 사용되는 케이블 접속기이다. 윗줄에 19개와 아랫줄에 18개의 핀이 붙어 있는 수접속기(male connector)를 DB-37P 접속기라고 하고 윗줄에 19개와 아랫줄에 18개의 소켓이 붙어 있는 암접속기(female connector)를 DB-37S 접속기라고 한다. 37개의 핀 중에서 3번 핀과 21번 핀의 기능은 정의되어 있지 않다. 일반적으로 PC 또는 데이터 단말 장치(DTE)를 모뎀이나 데이터 회선 종단 장치(DCE)에 접속하는 데는 DB-37P 접속기가 사용되고 모뎀이나 DCE를 외부에 접속하는 데는 DB-37S 접속기가 사용된다.
"DB-9 접속기, -接續器, DB-9 connector",,9개의 핀이 붙어 있는 접속기. DB는 데이터 버스(data bus)를 의미하고 숫자는 핀의 수를 나타낸다. DB-9 접속기는 RS-232C 접속이나 RS-499 인터페이스 2차 채널 회로의 상호 접속에 사용되는 케이블 접속기이다. 윗줄에 5개와 아랫줄에 4개의 핀이 붙어 있는 수접속기를 DB-9P 접속기라고 하고 윗줄에 5개와 아랫줄에 4개의 소켓이 붙어 있는 암접속기를 DB-9S 접속기라고 한다. 일반적으로 PC 또는 데이터 단말 장치(DTE)를 모뎀이나 데이터 회선 종단 장치(DCE)에 접속하는 데는 DB-9P 접속기가 사용되고 모뎀이나 DCE를 외부에 접속하는 데는 DB-9S 접속기가 사용된다.
"DBR 레이저, Distributed Bragg Reflector laser, DBR laser",,활성 매질 전후의 광도파로(optical waveguide)에서 등가 굴절률의 주기(週期) 구조에 의한 빛의 반사를 이용한 공진기를 사용한 레이저.
"dbx 방식, -方式, dbx system",,"테이프 기록을 위한 녹음이나 재생 시에 발생하는 잡음 경감 회로의 하나로, 미국 dbx사에서 개발한 방식. 입력 신호의 동작 범위(데시벨)를 2분의 1로 압축하고 재생 시에는 2배로 신장해서 원래대로 복원하는 것이 특징이다. 이 방식은 오래전부터 사용된 돌비 방식에 비해 다음과 같은 장점이 있다. ㉠전 대역(全帶域)에 걸쳐 잡음을 저감시키고 고역에서는 엠퍼시스(emphasis)를 실시하므로 다시 잡음이 현저히 개선된다. ㉡부호기(encoder)가 있어서 기준 전압보다 큰 입력이 들어오면 감쇠기로 동작하므로 최대 녹음 레벨이 개선된다. ㉢압축과 신장은 직선적인 변화를 하므로 녹음/재생 주파수 특성의 열화는 생기지 않는다. 그림은 dbx 방식에 대한 입출력 특성이다."
"dB계, -計, dB meter",,어떤 정해진 기준 레벨(보통 1mW 세기의 레벨을 0dB로 함)에 대한 데시벨의 값을 직접 판독할 수 있는 계기.
"DB 마케팅, database marketing",,"DB에 축적해 둔 고객의 정보와 컴퓨터를 활용한 시장 분석, 그리고 정보통신기술을 활용하여 과학적인 마케팅 활동을 전개해나가는 마케팅 기법.  고객유형별 구매 관심과 습관을 파악하고 DM(Direct Mail), 텔레마케팅 등을 통해 판촉 메시지를 전달하며, 전문적인 소프트웨어 프로그램을 활용한 분석결과를 토대로 각종 효과적인 마케팅 전략을 수립해나가는 새로운 마케팅 기법이다. DB 마케팅은 공급자가 밀어내는 푸시 마케팅(Push Marketing)과는 달리 고객이 원하는 가치(Value)를 파악하여 그것을 충족시킬 수 있는 제품과 서비스를 제공하는 밸류 마케팅(Value Marketing)으로서 판촉이 매출에 미친 효과를 분석하여 보다 효과적인 판촉 활동을 전개할 수 있는 장점이 있다."
"DB 접속기, -接續器, Data Bus connector, DB connector",,"직렬 케이블이나 병렬 케이블에 사용되는 케이블 접속기의 총칭. 데이터 버스 뒤에 이어지는 숫자는 접속기에 붙어 있는 핀의 숫자를 나타낸다. 예를 들어 DB-25 접속기에는 25개의 핀이, DB-9 접속기에는 9개의 핀이 붙어 있다. DB-25, DB-9, DB-37의 DB 접속기가 널리 사용되고 있으며 DB-15, DB-19, DB-50 접속기도 있다."
"DDI사, -社, DDI corporation",,"일본의 신규 제1종 전기 통신 사업자(NCC)의 하나로, 주로 고정 마이크로파 회선을 사용하여 전용선 및 교환 서비스 사업을 하는 전국 지상계(장거리계) NCC. 일본의 전기 통신 자유화 정책이 시행된 1984년에 제2전전 주식회사(DDI:Daini Denden Inc.)라는 이름으로 설립하였는데, 그 후에 DDI로 명칭을 바꾸었다. JT와 더불어 NTT와 경쟁하는 일본의 3대 장거리 통신 사업자 가운데 하나이다."
"DDR4 D램, Double Data Rate 4 DRAM, DDR4 DRAM",,"DDR3 D램보다 빠른 데이터 전송 속도를 제공하는 D램. DDR3 D램의 데이터 처리 구조를 변경하여 데이터 전송 속도가 DDR3 D램보다 두 배 빠른 2.1Gbps(Giga-bit per second)를 제공하고, 동작 전압도 1.2볼트를 쓰기 때문에 기존 1.5볼트에서 동작하는 D램보다 전력 소비를 크레 낮출 수 있는 메모리이다."
"DDR 모드, Double Data Rate Mode, DDR mode",,"동기식 동적 램(SDRAM)을 고속으로 동작시키기 위한 동작 모드. 클록 신호의 시작점과 끝점에 동기되어 데이터를 전송하며 데이터 전송량을 2배로 늘려 고속화할 수 있는 기술 규격이다. EDORAM이나 SDRAM 등의 표준화를 위해서 1998년 국제 표준화 기구인 JEDEC(joint electron device engineering council)에서 채택한 고속 메모리 기술의 하나이다. 한국, 미국, 일본 등 11개 업체들이 오픈 포럼을 결성하고 기술과 정보를 교환해서 기술 규격을 발표하였다. 예를 들면, 125㎒ 동락품을 64비트 폭의 메모리 버스에 접속하면 데이터 전송 속도는 최대 2Gbps로 된다. 이것이 종래의 SDRAM의 2배로 되므로 2배의 전송 속도(double data rate)란 이름이 붙여졌다."
"DF형 계전기, -型繼電器, DF type relay",,"종래의 와이어 스프링 계전기의 와이어 스프링 대신에 판 스프링을 써서 소형(약 5분의 1), 경량 및 고속화하여 전자 교환기용으로 실용화한 계전기. 1단에 4접점을 가진 D계열(D형)과 1단에 6접점을 가진 F계열(F형)이 있다. 이 계전기의 특징은 스프링계(系)가 가동 스프링을 단일 구동 카드로 구동시키는 구조로 되어 있는 것, 스프링부가 얇고 저강성도로 유지되어 고속이고 수명이 긴 것과 단자의 모양을 변경함으로써 감아 붙이게 한 것, 프린트판용 및 납땜용에 적용할 수 있게 한 것 등이다."
"DIX 표준, -標準, DEC-Intel-Xerox Standard, DIX Standard",,"1978년 Xerox, Intel, DEC사에서 만든 최초의 공식적인 이더넷 규격. 이어서 이더넷 버전 1(1980년), 이더넷 버전 2(1982년)가 발표되었고, 이더넷 버전 2가 IEEE 802.3의 토대가 되었다."
"DLL 파일, Dynamic Linking Library, DLL",,"OS/2, 윈도즈 등의 운영 체계(OS) 본래 기능으로 소프트웨어의 루틴을 몇 개의 파일로 나누어 디스크에 두고 필요한 것만을 실형 메모리에 실어서 사용하기 위한 파일. DLL로 사용되는 파일은 확장자가 ‘dll’로 되어 있기 때문에 ‘DLL 파일’이라고 부른다. DLL의 장점은 루틴을 공통으로 사용하는 것이다. 루틴의 함수 집단을 자료집(library)이라 하는데, 보통 실행 파일을 작성할 때 자료집을 포함해서 컴파일하는 경우가 많다. 그러나 이 방법은 동일 루틴을 다수의 실행 파일이 갖는 것으로 되어 비효율적이다. DLL은 다수의 실행 파일에 공유될 수 있기 때문에 디스크 용량이나 메모리를 절약할 수 있다. 또 프로그램을 수정하려는 경우, DLL 파일만을 수정함으로써 완료되는 경우도 있다. 윈도즈 등에서는 OS 기능은 물론 DLL을 애플리케이션과 공유할 수도 있으며, DLL 파일 등의 애플리케이션이 공유되고 있는 것은 이용자 수준에서 판단하기는 어렵다."
"DLP 프로젝터, Digital Light Processing Projector, DLP Projector",,"화상 표시 소자의 하나인 디지털 미소 반사 표시기(DMD)를 사용한 프로젝션 디스플레이. 반응 속도가 빠르고 색 재현성이 양호하며, 화면 내에서 균일한 밝기를 유지할 수 있는 것이 장점이다. 반면 LCD(액정 표시 장치) 방식에 비해서 가격이 비싸다는 결점이 있다. 현재 소형 프레젠테이션용 프로젝터는 가정용이 주류를 이루고 있다. → 디지털 미소 반사 표시기."
"DM12 다중화기, -多重化器, DM12 multiplexer, DM12 MUX",,"일본식 디지털 1차군 신호를 4시스템분으로 묶어 2차군 신호에 다중화하는 장치. 디지털 1차군 신호란 1.544Mbps의 다중 신호(전화 24회선 상당), 디지털 2차군 신호란 6.312Mbps의 다중 신호(전화 96회선 상당)를 말한다."
"DM23 다중화기, -多重化器, DM23 multiplexer, DM23 MUX",,"일본식 디지털 2차군 신호를 5시스템분으로 묶어 디지털 3차군 신호에 다중화하는 장치. 디지털 2차군이란 6.312Mbps의 다중 신호(전화 96회선 상당), 디지털 3차군이란 32.064Mbps의 다중 신호(전화 480회선 상당)를 말한다."
"DM34 다중화기, -多重化器, DM34 multiplexer, DM34 MUX",,"일본식 디지털 3차군 신호를 3시스템분으로 묶어 디지털 4차군 신호에 다중화하는 장치. 디지털 3차군이란 32.064Mbps의 다중 신호(전화 480회선 상당), 디지털 4차군 신호란 97.728Mbps의 다중 신호(전화 1,140회선 상당)를 말한다."
"DM45 다중화기, -多重化器, DM45 multiplexer, DM45 MUX",,"일본식 디지털 4차군 신호를 4시스템분으로 묶어 디지털 5차군 신호에 다중화하는 장치. 디지털 4차군 신호란 97.728Mbps의 다중 신호(전화 1,440회선 상당), 디지털 5차군이란 397.2Mbps의 다중 신호(전화 5,760회선 상당)를 말한다."
"DNA 필터링, DNA Filtering",,"영상물의 오디오나 비디오가 가지는 고유의 특징을 수치화하여 DNA를 추출하고, 확보된 DNA와 비교하여 원본 저작물과 동일성 여부를 확인하는 기술. 사용자가 콘텐츠를 올리거나 내려받을 때 정당한 콘텐츠인지 여부를 인증받고, 그렇지 않을 경우 이용이 차단된다. 정확도가 높고 처리 시간이 빠른 장점이 있다."
"DNS 스푸핑, Domain Name System spoofing, DNS spoofing",,"실제 도메인 네임 시스템(DNS) 서버를 해킹하거나, 위조 DNS 서버를 설치하여 공격하는 방법. 사용자가 질의한 도메인 이름에 대해 고의로 잘못된 인터넷 프로토콜(IP) 주소를 응답으로 보내 사용자가 잘못된 사이트에 접속하게 하여 개인정보 등의 정보를 탈취한다. 도메인 네임 시스템(DNS) 프로토콜은 인터넷 연결 시 도메인 주소를 실제 IP 주소로 대응시켜 주는 프로토콜이다. 인터넷 연결 시 사용하는 DNS 서버가 IP 주소를 찾아 달라는 요청을 받았을 때, 자기 자신의 도메인이 아닌 주소에 대해서는 좀 더 상위 단의 DNS 서버로부터 IP 주소를 찾아 알려 준다. 만약 해커가 어떠한 도메인의 DNS 서버를 장악하여 통제하고 있다면 최종적으로 얻은 IP 주소는 원래 사용자가 찾으려고 했던 주소가 아닌 주소로 연결된다."
"DNS 싱크홀, DNS Sinkhole",,"악성 봇을 조정하는 조정자를 탐지하고, 감염된 개인용 컴퓨터(PC)와 조정자 간의 접속을 차단해 2차 피해를 예방하기 위한 시스템. 분산 서비스 거부 공격(DDoS) 차단 방법의 하나로 감염된 PC에서 특정 주소로 연결을 원할 때 실제 해당 주소로 데이터가 전송되지 않고 싱크홀 네트워크가 대신 응답하여 패킷이 외부로 전달되지 않도록 처리한다. 이 방법을 DNS에 적용한 것이 DNS 싱크홀이다."
"DNS 캐시 포이즌 공격, -攻擊, DNS Cache Poisoning Attack",,"도메인 네임 시스템(DNS) 프로토콜 자체의 취약성으로 DNS 캐시에 저장된 쿼리 정보를 위·변조하는 것. DNS에서 DNS Transaction ID(16bit)와 소스 포트 넘버를 부여할 때, 예상하기 쉬운 랜덤값을 생성하기 때문에 발생하는 보안 취약점을 공격하는 행위나 공격자가 지정한 주소로 DNS 캐시 변경이 가능하여 악성코드 감염 등에 악용된다."
"DNS 캐싱, Domain Name Service caching, DNS caching",,"호스트 네임 등의 문자를 IP 주소로 변경해 주는 도메인 네임 서버(DNS)에서 한 번 질의된 도메인 네임과 해당 IP 주소를 캐시에 유지하여 같은 질의가 올 때 캐시에서 응답해 주는 것. 양성 캐싱(positive caching)이라고도 한다. 이에 반해 잘못된 도메인에 관한 요청을 캐싱하여 불필요한 트래픽과 지연을 줄이는 경우는 음성 캐싱(negative caching)이라 한다. 즉, 검색이 되는 도메인에 대한 캐싱을 양성 캐싱, 검색되지 않는 잘못된 도메인에 대한 캐싱을 음성 캐싱이라 한다."
"DOS 보호형 서비스, -保護型-, DOS protected mode service, DPMS",,"모든 상주 종료형 프로그램(TSR)을 기본 기억 장치 외의 확장 기억 장치, 즉 보호 모드 영역으로 이동시켜 본래의 기본 기억 장치 범위를 찾게 해 주는 것."
"DQ 패킷, data qualifier packet",,"데이터 수식어 패킷. ITU-T(구 CCITT) 권고 X.25에 규정된 것으로 X.25 가상 회선상에서 오버헤드 정보를 보내기 위한 데이터 수식어 비트(DQ bit)를 포함한 패킷을 말한다. 예를 들면, 텔레넷(Telenet)에서 DQ 비트는 1로 정해져 있으며 이것이 X.25 패킷의 데이터 필드(data field)에 X.29PAD(패킷 조립/분해) 메시지가 포함되어 있다는 것을 알리는 신호이다. 고위 데이터 링크 제어(HDLC) 및 동기식 데이터 연결 제어(SDLC)에서도 DQ 패킷이 사용된다."
"DRM 미적용 서비스, -未適用-, non-Digital Rights Management service, non-DRM",,디지털 저작권 관리(DRM)의 적용을 받지 않는 서비스. DRM이 제거되어 기기에 상관없이 내려받기가 가능한 서비스로 업계는 콘텐츠 유통 확산을 주도하여 수익을 창출하고 사용자도 저렴한 가격으로 이용이 가능하다.&nbsp;
"DRM 어댑터, Digital Rights Management Adapter",,각기 다른 디지털 저작권 관리(DRM)가 적용된 콘텐츠를 다양한 기기로 볼 수 있게 하는 장치. 콘텐츠 보호를 위해 적용하는 DRM과 기기에서 적용되는 DRM이 다르더라도 콘텐츠를 볼 수 있게 한다.
"DS-0 회선, -回線, digital signal level 0 circuit, DS-0 circuit",,"전송 속도 64kbps의 디지털 회선 또는 전용선. 현행 북미, 유럽, 일본 3종류의 디지털 계층(digital hierarchy)에서 다중화의 기본이 되는 데이터 또는 디지털 음성 회선을 말한다."
"DS-1C 회선, -回線, digital signal level 1C circuit, DS-1C circuit",,현행 북미의 디지털 계층(digital hierarchy)에서 2개의 DS-1 회선(1.544Mbps) 또는 48개의 DS-0 회선(64kbps)을 다중화한 3.152Mbps의 디지털 회선 또는 전용선. T-1C 회선이라고도 부른다.
"DS-1 회선, -回線, digital signal level 1 circuit, DS-1 circuit",,①현행 북미/일본의 디지털 계층(digital hierarchy)에서 24개 DS-0 회선(64kbps)을 다중화한 1.544Mbps의 디지털 회선이나 전용선. T-1 회선이라고도 흔히 부른다. ②현행 유럽의 디지털 계층에서 30개의 DS-0 회선(64kbps)을 다중화한 2.048Mbps의 디지털 회선이나 전용선. 북미의 T-1 회선과 차별화하기 위해 E-1 회선이라고도 흔히 부른다.
"DS-2 회선, -回線, digital signal level 2 circuit, DS-2 circuit",,①현행 북미와 일본의 디지털 계층(digital hierarchy)에서 4개의 DS-1 회선(1.544Mbps) 또는 96개의 DS-0 회선(64kbps)을 다중화한 6.312Mbps의 디지털 회선 또는 전용선. T-2 회선이라고도 흔히 부른다. ②현행 유럽의 디지털 계층에서 4개의 DS-1 회선(2.048Mbps) 또는 120개의 DS-0 회선(64kbps)을 다중화한 8.448Mbps의 전용선. T-2 회선과 차별화하기 위해 E-2 회선이라고도 흔히 부른다.
"DS-3 회선, -回線, digital signal level 3 circuit, DS-3 circuit",,①현행 북미의 디지털 계층(digital hierarchy)에서 7개의 DS-2 회선(6.312Mbps) 또는 672개의 DS-0 회선(64kbps)을 다중화한 44.736Mbps의 디지털 회선 또는 전용선. T-3 회선이라고도 흔히 부른다. ②현행 유럽의 디지털 계층에서 4개의 DS-2 회선(8.448Mbps) 또는 480개의 DS-0 회선(64kbps)을 다중화한 34.368Mbps의 디지털 회선 또는 전용선. T-3 회선과 차별화하기 위해 E-3 회선이라고도 흔히 부른다. ③현행 일본의 디지털 계층에서 5개의 DS-2 회선(6.312Mbps) 또는 480개의 DS-0 회선(64kbps)을 다중화한 32.064Mbps의 디지털 회선 또는 전용선.
"DS-4 회선, -回線, digital signal level 4 circuit, DS-4 circuit",,"①현행 북미의 디지털 계층(digital hierarchy)에서 6개의 DS-3 회선(44.736Mbps) 또는 2,016개의 DS-0 회선(64kbps)을 다중화한 274.176Mbps의 디지털 회선 또는 전용선. T-4 회선이라고도 흔히 부른다. ②현행 유럽의 디지털 계층에서 4개의 DS-3 회선(34.368Mbps) 또는 1,920개의 DS-0 회선(64kbps)을 다중화한 139.264Mbps의 디지털 회선 또는 전용선. T-4 회선과 차별화하기 위해 E-4 회선이라고도 흔히 부른다. ③현행 일본의 디지털 계층에서 3개의 DS-3 회선(32.064Mbps) 또는 1,440개의 DS-0 회선(64kbps)을 다중화한 97.728Mbps의 디지털 회선 또는 전용선."
"DS-5 회선, -回線, digital signal level 5 circuit, DS-5 circuit",,"①현행 유럽의 디지털 계층(digital hierarchy)에서 4개의 DS-4 회선(139,264Mbps) 또는 7,680개의 DS-0 회선(64kbps)을 다중화한 565.148Mbps의 디지털 회선 또는 전용선. E-5 회선이라고도 흔히 부른다. ②현행 일본의 디지털 계층에서 4개의 DS-4 회선(97.728Mbps) 또는 5,760개의 DS-0 회선(64kbps)을 다중화한 397,200Mbps의 디지털 회선 또는 전용선."
"DSTN 액정 표시 장치, -液晶표標裝置, Dual Scan super Twisted Nematic Liquid Crystal Display, DSTN-LCD",,"STN(super twisted nematic) 액정의 표시 품위를 향상시키기 위하여 STN 액정 패널을 상하로 분할, 각각을 동시에 제어하는 형태의 액정 표시 장치. STN 액정 표시 장치에서는 위부터 아래로 1개 라인씩 순차로 전압을 인가해 가는데 DSTN 액정에서는 1개 라인에 대하여 전압 인가 시간을 약 2배로 할 수 있다. 전압 인가 시간이 길어짐에 따라 콘트라스트를 향상시킬 수 있다. 다만, 상하 2조의 제어 회로가 필요하므로 제조 비용이 많이 드는 결점이 있다."
"DSTN 액정 표시 장치, -液晶標示裝置, Double layer Super Twisted Nematic Liquid Crystal Display, DSTN-LCD",,액정 디스플레이 방식의 하나. 가로세로 방향에 규칙적으로 도선을 배치하고 교차한 점에 대하여 액정의 도트를 제어한다. 구조가 단순해서 저렴한 가격으로 제조할 수 있기 때문에 저가격의 노트북형 PC 등에 널리 사용된다. 박막 트랜지스터(TFT) 능동 매트릭스 방식의 액정에 비하면 콘트라스트가 현저하게 낮고 반응 속도가 느리기 때문에 마우스 지시자의 움직임을 놓치기 쉽다. 시야각이 좁기 때문에 약간 옆에서 화면을 보면 표시가 선명하지 않게 되는 결점이 있다.
"DTE 속도, -速度, Data Terminal Equipment rate, DTE rate",,모뎀이나 ISDN 단말기 등의 통신기기와 컴퓨터 간의 통신 속도. 반면 모뎀이나 ISDN 단말기 등 통신기기 상호 간의 통신 속도를 DCE(data circuit terminating equipment) 속도라 한다. DTE 속도와 DCE 속도가 완전히 동일한 것도 있는데 최근의 모뎀에서는 압축 프로토콜 등을 병용해서 통신하기 때문에 DCE 속도 보다 DTE 속도를 높게 설정하는 경우가 많다. 
"D/U비, -比, desired signal/undesired signal ratio",,"수신하고 있는 희망 신호와 수신을 원하지 않는 불요 신호와의 크기의 비. 통상 수신기로 신호를 수신하는 경우, 수화기에 들리는 신호의 명료도나 수신기 내부에서 일어나는 여러 가지 간섭 등은 수신 전파의 강도뿐만 아니라 수신 전파와 이에 가까운 주파수의 수신을 원하지 않은 신호와의 상호 관계가 문제 되기 때문에, 무선 회선을 설계하는 경우, 하나의 요인으로 고려된다."
"DVB-T폰, Digital Video Broadcasting-Terrestrial Phone",,유럽의 지상파 방송을 수신할 수 있는 모바일 TV 폰. DVB-T는 유럽의 지상파 디지털 TV 방송 방식으로 유럽 대부분의 국가가 방송을 실시하고 있다. 모바일 TV 방송보다 이동 수신이 완벽하지는 않지만 무료라는 강점과 모바일 TV 방송을 실시하지 않는 국가에서는 DVB-T폰으로 지상파 디지털 TV 방송을 시청할 수 있다.
"DVD 동화상 데이터 압축, -動畵像-壓縮, Moving Picture Encoding For DVD, MPE-DVD",,"디지털 비디오 디스크(DVD) 동화상(動畵像) 데이터를 압축하는 방식. DVD는 콤팩트 디스크(CD)의 6배 이상 큰 기억 용량을 가지고 있으나 동화상의 데이터량이 방대하기 때문에 이것을 디지털화하여 그대로 DVD에 수록하면 5~10분 뒤 정보량이 가득 차게 된다. 기억 용량이 충분하지 않지만 영화 1편에 해당하는 시간(약 120분)만큼의 용량으로, 최대한 화상 품질을 손상하지 않고 데이터량을 줄이는 데이터 압축 기술을 채용하고 있다. DVD는 동화상 압축에 엠펙-2(MPEG-2) 표준을 사용하고 있으며, Perfect TV(통신 위성을 이용하여 제공하는 PC 지향 방송 서비스로 뉴스, 인터넷 홈 페이지 등의 정보 분배를 하고 있다)나 다이렉 TV(미국과 일본 기업이 출자하여 만든 culture convenience club에서 운용하며, 통신 위성을 이용하여 방송 서비스를 하고 있다) 등의 디지털 위성 방송에도 채용되고 있다. 이 방식은 기존 TV 방송과 같은 정도의 화질인 데 반해 비디오 CD는 동화상 데이터를 압축하는 데 MPEG-1 방식을 사용하며 화질도 가정용 비디오 방식(VHS) VTR와 같은 수준이다."
"DVD 비디오, DVD-video",,"디지털 비디오 디스크(DVD) 계열 중 영화나 음악 영상 작품을 위한 비디오. 화질은 국제 표준 압축 규격인 엠펙-2 표준을 채택하고 있다. 수평 해상도는 레이저 디스크(LD)가 430선인데 비해 DVD는 500선 이상이다. 재생 시간은 133분(약 2시간)이며, 음질은 돌비 디지털 방식(AC-3)을 채용한 완전 독립의 5.1채널 디지털 사운드를 지원한다. 2채널 재생을 하는 디스크에서는 압축하지 못하는 ‘표본 주파수 96㎑/양자화 24비트’라는 최첨단 하이파이(ultra Hi-Fi) 음성을 실현할 수 있다."
